language_code,language_name,local_name,iso639_1,iso639_2_t,iso639_2_b,scripts,script_codes,primary_script,primary_script_code,directionality,directionality_wikimedia,modern_language,is_official,n_scripts,in_iso639_1,in_iso639_2,in_wikimedia,is_group_iso639_2,sources,cldr_version,iso639_5_direct,iso639_5_family,family_name,subfamily_name,family_name_reconciled,coding_dh_date_added,coding_dh_date_last_seen,project_language_code,wikimedia_code,bcp47_tag,bcp47_source,bcp47_note,bcp47_is_project_code,service_code_candidates,google_nmt_code,google_nmt_supported,google_translation_llm_code,google_translation_llm_supported,family_name_reconciled_pre_review,family_name_reconciled_reviewed,family_review_source,family_review_notes,family_name_analysis,family_name_analysis_source
srn,Sranan Tongo,,,srn,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,crp,crp,Creoles and pidgins,Creoles and pidgins,Creoles and pidgins,2026-04-22,2026-06-15,srn,,srn,iso639_2_t,,True,srn,,False,,False,Creoles and pidgins,Creoles and pidgins,family_reconciliation_reviewed:iso_glottolog_pair,,Creoles and pidgins,family_analysis_mapping_reviewed.csv
srr,Serer,,,srr,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Atlantic-Congo,2026-04-22,2026-06-15,srr,,srr,iso639_2_t,,True,srr,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
srx,Sirmauri,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,srx,,srx,language_code,,True,srx,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
ss,Swati,SiSwati,ss,ssw,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages,Atlantic-Congo,2026-04-22,2026-06-15,ss,ss,ss,iso639_1,,True,ss|ssw,ss,True,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
ssy,Saho,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,cus,afa,Afro-Asiatic languages,Cushitic languages,Afro-Asiatic languages,2026-04-22,2026-06-15,ssy,,ssy,language_code,,True,ssy|aa-saaho,,False,,False,Afro-Asiatic languages,Afro-Asiatic languages,pre_review_reconciled,,Afro-Asiatic languages,family_analysis_mapping_reviewed.csv
st,Southern Sotho,Sesotho,st,sot,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages,Atlantic-Congo,2026-04-22,2026-06-15,st,st,st,iso639_1,,True,sot|st,st,True,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
stq,Saterland Frisian,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,gem,ine,Indo-European languages,Germanic languages,Indo-European languages,2026-04-22,2026-06-15,stq,,stq,language_code,,True,stq,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
str,Straits Salish,,,,,,,,,ltr,,True,True,0,False,False,False,False,cldr_v45,45,nai,nai,North American Indian languages,North American Indian languages,Salishan,2026-04-22,2026-06-15,str,,str,language_code,,True,str,,False,,False,Salishan,Salishan,family_reconciliation_reviewed:iso_glottolog_pair,,Salishan,family_analysis_mapping_reviewed.csv
stu,Samtao,,,,,Lana|Tale,Lana|Tale,Lana,Lana,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,tbq,sit,Sino-Tibetan languages,Tibeto-Burman languages,Austroasiatic,2026-05-15,2026-06-15,stu,,stu,language_code,,True,stu,,False,,False,Austroasiatic,Austroasiatic,family_reconciliation_reviewed:iso_glottolog_pair,,Austro-Asiatic languages,family_analysis_mapping_reviewed.csv
su,Sundanese,Basa Sunda,su,sun,,Latn|Sund,Latn|Sund,Latn,Latn,ltr,ltr,True,False,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,su,su,su,iso639_1,,True,sun|su,su,True,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
suk,Sukuma,,,suk,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages,Atlantic-Congo,2026-04-22,2026-06-15,suk,,suk,iso639_2_t,,True,suk,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
sus,Susu,,,sus,,Latn|Arab,Latn|Arab,Latn,Latn,ltr,,True,False,2,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Mande,2026-04-22,2026-06-15,sus,,sus,iso639_2_t,,True,sus,,False,,False,Mande,Mande,family_reconciliation_reviewed:iso_glottolog_pair,,Mande,family_analysis_mapping_reviewed.csv
sux,Sumerian,,,sux,,,,,,ltr,,True,False,0,False,True,False,False,loc_only,,,,Language isolate,Language isolate,Language isolate,2026-04-22,2026-06-15,sux,,sux,iso639_2_t,,True,sux,,False,,False,Language isolate,Language isolate,pre_review_reconciled,,Language isolate,family_analysis_mapping_reviewed.csv
suz,Sunwar,,,,,Deva|Sunu,Deva|Sunu,Deva,Deva,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,tbq,sit,Sino-Tibetan languages,Tibeto-Burman languages,Sino-Tibetan languages,2026-05-15,2026-06-15,suz,,suz,language_code,,True,suz,,False,,False,Sino-Tibetan languages,Sino-Tibetan languages,pre_review_reconciled,,Sino-Tibetan languages,family_analysis_mapping_reviewed.csv
sv,Swedish,Svenska,sv,swe,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,gem,ine,Indo-European languages,Germanic languages,Indo-European languages,2026-04-22,2026-06-15,sv,sv,sv,iso639_1,,True,sv|swe,sv,True,sv,True,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
sw,Swahili,Kiswahili,sw,swa,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages,Niger-Kordofanian languages,2026-04-22,2026-06-15,sw,sw,sw,iso639_1,,True,swa|sw,sw,True,sw,True,Niger-Kordofanian languages,Niger-Kordofanian languages,pre_review_reconciled,,Niger-Kordofanian languages,family_analysis_mapping_reviewed.csv
swb,Comorian,,,,,Arab|Latn,Arab|Latn,Arab,Arab,rtl,,True,False,2,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages,Atlantic-Congo,2026-04-22,2026-06-15,swb,,swb,language_code,,True,swb,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
swg,Swabian,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,gem,ine,Indo-European languages,Germanic languages,Indo-European languages,2026-04-22,2026-06-15,swg,,swg,language_code,,True,swg,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
swv,Shekhawati,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,swv,,swv,language_code,,True,swv,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
sxn,Sangir,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,sxn,,sxn,language_code,,True,sxn,,False,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
syc,Classical Syriac,,,syc,,,,,,ltr,,True,False,0,False,True,False,False,loc_only,,sem,afa,Afro-Asiatic languages,Semitic languages,Afro-Asiatic languages,2026-04-22,2026-06-15,syc,,syc,iso639_2_t,,True,syc,,False,,False,Afro-Asiatic languages,Afro-Asiatic languages,pre_review_reconciled,,Afro-Asiatic languages,family_analysis_mapping_reviewed.csv
syi,Seki,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Atlantic-Congo,2026-04-22,2026-06-15,syi,,syi,language_code,,True,syi,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
syl,Sylheti,,,,,Beng|Sylo,Beng|Sylo,Beng,Beng,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,syl,,syl,language_code,,True,syl,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
syr,Syriac,,,syr,,Syrc,Syrc,Syrc,Syrc,rtl,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,sem,afa,Afro-Asiatic languages,Semitic languages,Afro-Asiatic languages,2026-04-22,2026-06-15,syr,,syr,iso639_2_t,,True,syr,,False,,False,Afro-Asiatic languages,Afro-Asiatic languages,pre_review_reconciled,,Afro-Asiatic languages,family_analysis_mapping_reviewed.csv
szl,Silesian,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sla,ine,Indo-European languages,Slavic languages,Indo-European languages,2026-04-22,2026-06-15,szl,,szl,language_code,,True,szl,szl,True,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
ta,Tamil,தமிழ்,ta,tam,,Taml,Taml,Taml,Taml,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,dra,dra,Dravidian languages,Dravidian languages,Dravidian languages,2026-04-22,2026-06-15,ta,ta,ta,iso639_1,,True,tam|ta,ta,True,ta,True,Dravidian languages,Dravidian languages,pre_review_reconciled,,Dravidian languages,family_analysis_mapping_reviewed.csv
tab,Tabassaran,,,,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,ccn,cau,Caucasian languages,North Caucasian languages,Nakh-Daghestanian,2026-04-22,2026-06-15,tab,,tab,language_code,,True,tab,,False,,False,Nakh-Daghestanian,Nakh-Daghestanian,family_reconciliation_reviewed:iso_glottolog_pair,,Nakh-Daghestanian,family_analysis_mapping_reviewed.csv
taj,Eastern Tamang,,,,,Deva|Tibt,Deva|Tibt,Deva,Deva,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages,Sino-Tibetan languages,2026-04-22,2026-06-15,taj,,taj,language_code,,True,tsf|taj,,False,,False,Sino-Tibetan languages,Sino-Tibetan languages,pre_review_reconciled,,Sino-Tibetan languages,family_analysis_mapping_reviewed.csv
tbw,Tagbanwa,,,,,Latn|Tagb,Latn|Tagb,Latn,Latn,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,tbw,,tbw,language_code,,True,tbw,,False,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
tce,Southern Tutchone,,,,,,,,,ltr,,True,True,0,False,False,False,False,cldr_v45,45,nai,nai,North American Indian languages,North American Indian languages,Athabaskan-Eyak-Tlingit,2026-04-22,2026-06-15,tce,,tce,language_code,,True,tce,,False,,False,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak-Tlingit,family_reconciliation_reviewed:iso_glottolog_pair,,Athabaskan-Eyak-Tlingit,family_analysis_mapping_reviewed.csv
tcy,Tulu,,,,,Knda,Knda,Knda,Knda,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,dra,dra,Dravidian languages,Dravidian languages,Dravidian languages,2026-04-22,2026-06-15,tcy,,tcy,language_code,,True,tcy,,False,,False,Dravidian languages,Dravidian languages,pre_review_reconciled,,Dravidian languages,family_analysis_mapping_reviewed.csv
tdd,Tai Nüa,,,,,Tale,Tale,Tale,Tale,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,tai,tai,Tai-Kadai languages,Tai-Kadai languages,Tai-Kadai languages,2026-04-22,2026-06-15,tdd,,tdd,language_code,,True,tdd,,False,,False,Tai-Kadai languages,Tai-Kadai languages,pre_review_reconciled,,Tai-Kadai languages,family_analysis_mapping_reviewed.csv
tdg,Western Tamang,,,,,Deva|Tibt,Deva|Tibt,Deva,Deva,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages,Sino-Tibetan languages,2026-04-22,2026-06-15,tdg,,tdg,language_code,,True,tdg,,False,,False,Sino-Tibetan languages,Sino-Tibetan languages,pre_review_reconciled,,Sino-Tibetan languages,family_analysis_mapping_reviewed.csv
tdh,Thulung,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages,Sino-Tibetan languages,2026-04-22,2026-06-15,tdh,,tdh,language_code,,True,tdh,,False,,False,Sino-Tibetan languages,Sino-Tibetan languages,pre_review_reconciled,,Sino-Tibetan languages,family_analysis_mapping_reviewed.csv
te,Telugu,తెలుగు,te,tel,,Telu,Telu,Telu,Telu,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,dra,dra,Dravidian languages,Dravidian languages,Dravidian languages,2026-04-22,2026-06-15,te,te,te,iso639_1,,True,tel|te,te,True,te,True,Dravidian languages,Dravidian languages,pre_review_reconciled,,Dravidian languages,family_analysis_mapping_reviewed.csv
tem,Timne,,,tem,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Atlantic-Congo,2026-04-22,2026-06-15,tem,,tem,iso639_2_t,,True,tem,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
teo,Teso,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages,Nilotic,2026-04-22,2026-06-15,teo,,teo,language_code,,True,teo,,False,,False,Nilotic,Nilotic,family_reconciliation_reviewed:iso_glottolog_pair,,Nilotic,family_analysis_mapping_reviewed.csv
ter,Tereno,,,ter,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,sai,sai,South American Indian languages,South American Indian languages,Arawakan,2026-04-22,2026-06-15,ter,,ter,iso639_2_t,,True,ter,,False,,False,Arawakan,Arawakan,family_reconciliation_reviewed:iso_glottolog_pair,,Arawakan,family_analysis_mapping_reviewed.csv
tet,Tetum,Tetun,,tet,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,tet,tet,tet,iso639_2_t,,True,tet,tet,True,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
tg,Tajik,Тоҷикӣ,tg,tgk,,Cyrl|Arab|Latn,Cyrl|Arab|Latn,Cyrl,Cyrl,ltr,ltr,True,True,3,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,ira,ine,Indo-European languages,Iranian languages,Indo-European languages,2026-04-22,2026-06-15,tg,tg,tg,iso639_1,,True,tg|tgk,tg,True,tg,True,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
tgx,Tagish,,,,,,,,,ltr,,True,True,0,False,False,False,False,cldr_v45,45,nai,nai,North American Indian languages,North American Indian languages,Athabaskan-Eyak-Tlingit,2026-04-22,2026-06-15,tgx,,tgx,language_code,,True,tgx,,False,,False,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak-Tlingit,family_reconciliation_reviewed:iso_glottolog_pair,,Athabaskan-Eyak-Tlingit,family_analysis_mapping_reviewed.csv
th,Thai,ไทย / Phasa Thai,th,tha,,Thai,Thai,Thai,Thai,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,tai,tai,Tai-Kadai languages,Tai-Kadai languages,Tai-Kadai languages,2026-04-22,2026-06-15,th,th,th,iso639_1,,True,th|tha,th,True,th,True,Tai-Kadai languages,Tai-Kadai languages,pre_review_reconciled,,Tai-Kadai languages,family_analysis_mapping_reviewed.csv
thl,Dangaura Tharu,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,thl,,thl,language_code,,True,thl,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
thq,Kochila Tharu,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,thq,,thq,language_code,,True,thq,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
thr,Rana Tharu,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,thr,,thr,language_code,,True,thr,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
tht,Tahltan,,,,,,,,,ltr,,True,True,0,False,False,False,False,cldr_v45,45,nai,nai,North American Indian languages,North American Indian languages,Athabaskan-Eyak-Tlingit,2026-04-22,2026-06-15,tht,,tht,language_code,,True,tht,,False,,False,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak-Tlingit,family_reconciliation_reviewed:iso_glottolog_pair,,Athabaskan-Eyak-Tlingit,family_analysis_mapping_reviewed.csv
ti,Tigrinya,ትግርኛ,ti,tir,,Ethi,Ethi,Ethi,Ethi,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,sem,afa,Afro-Asiatic languages,Semitic languages,Afro-Asiatic languages,2026-04-22,2026-06-15,ti,ti,ti,iso639_1,,True,ti|tir,ti,True,,False,Afro-Asiatic languages,Afro-Asiatic languages,pre_review_reconciled,,Afro-Asiatic languages,family_analysis_mapping_reviewed.csv
tig,Tigre,,,tig,,Ethi,Ethi,Ethi,Ethi,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,sem,afa,Afro-Asiatic languages,Semitic languages,Afro-Asiatic languages,2026-04-22,2026-06-15,tig,,tig,iso639_2_t,,True,tig,,False,,False,Afro-Asiatic languages,Afro-Asiatic languages,pre_review_reconciled,,Afro-Asiatic languages,family_analysis_mapping_reviewed.csv
tiv,Tiv,,,tiv,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Atlantic-Congo,2026-04-22,2026-06-15,tiv,,tiv,iso639_2_t,,True,tiv,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
tk,Turkmen,Туркмен / تركمن,tk,tuk,,Latn|Arab|Cyrl,Latn|Arab|Cyrl,Latn,Latn,ltr,ltr,True,True,3,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,trk,tut,Altaic languages,Turkic languages,Turkic,2026-04-22,2026-06-15,tk,tk,tk,iso639_1,,True,tuk|tk,tk,True,,False,Turkic,Turkic,family_reconciliation_reviewed:iso_glottolog_pair,,Turkic,family_analysis_mapping_reviewed.csv
tkl,Tokelauan,,,tkl,,Latn,Latn,Latn,Latn,ltr,,True,True,1,False,True,False,False,cldr|iso639_2,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,tkl,,tkl,iso639_2_t,,True,tkl,,False,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
tkr,Tsakhur,,,,,Latn|Cyrl,Latn|Cyrl,Latn,Latn,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,ccn,cau,Caucasian languages,North Caucasian languages,Nakh-Daghestanian,2026-04-22,2026-06-15,tkr,,tkr,language_code,,True,tkr,,False,,False,Nakh-Daghestanian,Nakh-Daghestanian,family_reconciliation_reviewed:iso_glottolog_pair,,Nakh-Daghestanian,family_analysis_mapping_reviewed.csv
tkt,Kathoriya Tharu,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,tkt,,tkt,language_code,,True,tkt,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
tl,Tagalog,Tagalog / ᜆᜄᜎᜓᜄ᜔,tl,tgl,,,,,,ltr,ltr,True,False,0,True,True,True,False,wikimedia_only|iso639_1|iso639_2,,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,tl,tl,fil,iso639_1,,False,tgl|tl|fil,tl,True,tl,True,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
tlh,Klingon,tlhIngan-Hol,,tlh,,,,,,ltr,ltr,True,False,0,False,True,True,False,wikimedia_only|iso639_2,,art,art,Artificial languages,Artificial languages,Artificial languages,2026-04-22,2026-06-15,tlh,tlh,tlh,iso639_2_t,,True,tlh|i-klingon,,False,,False,Artificial languages,Artificial languages,pre_review_reconciled,,Artificial languages,family_analysis_mapping_reviewed.csv
tli,Tlingit,,,tli,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nai,nai,North American Indian languages,North American Indian languages,Athabaskan-Eyak-Tlingit,2026-04-22,2026-06-15,tli,,tli,iso639_2_t,,True,tli,,False,,False,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak-Tlingit,family_reconciliation_reviewed:iso_glottolog_pair,,Athabaskan-Eyak-Tlingit,family_analysis_mapping_reviewed.csv
tly,Talysh,,,,,Latn|Arab|Cyrl,Latn|Arab|Cyrl,Latn,Latn,ltr,,True,False,3,False,False,False,False,cldr,48.2.0,ira,ine,Indo-European languages,Iranian languages,Indo-European languages,2026-04-22,2026-06-15,tly,,tly,language_code,,True,tly,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
tmh,Tamashek,,,tmh,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,ber,afa,Afro-Asiatic languages,Berber languages,Afro-Asiatic languages,2026-04-22,2026-06-15,tmh,,tmh,iso639_2_t,,True,tmh,,False,,False,Afro-Asiatic languages,Afro-Asiatic languages,pre_review_reconciled,,Afro-Asiatic languages,family_analysis_mapping_reviewed.csv
tn,Tswana,Setswana,tn,tsn,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages,Atlantic-Congo,2026-04-22,2026-06-15,tn,tn,tn,iso639_1,,True,tn|tsn,tn,True,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
tnr,Ménik,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages,Atlantic-Congo,2026-05-15,2026-06-15,tnr,,tnr,language_code,,True,tnr,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
to,Tongan,Lea Faka-Tonga,to,ton,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,to,to,to,iso639_1,,True,ton|to,,False,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
tog,Nyasa Tonga,,,tog,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages,Atlantic-Congo,2026-04-22,2026-06-15,tog,,tog,iso639_2_t,,True,tog,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
tok,Toki Pona,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,art,art,Artificial languages,Artificial languages,Artificial languages,2026-04-22,2026-06-15,tok,,tok,language_code,,True,tok,,False,,False,Artificial languages,Artificial languages,pre_review_reconciled,,Artificial languages,family_analysis_mapping_reviewed.csv
tokipona,Toki Pona,tokipona,,,,,,,,ltr,ltr,True,False,0,False,False,True,False,wikimedia_only,,art,art,Artificial languages,Artificial languages,Artificial languages,2026-04-22,2026-06-15,tokipona,tokipona,tok,grandfathered_fallback,Wikimedia/legacy code tokipona not in language_data IANA snapshot; mapped manually,False,tok|tokipona,,False,,False,Artificial languages,Artificial languages,pre_review_reconciled,,Artificial languages,family_analysis_mapping_reviewed.csv
tpi,Tok Pisin,Tok Pisin,,tpi,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,crp,crp,Creoles and pidgins,Creoles and pidgins,Creoles and pidgins,2026-04-22,2026-06-15,tpi,tpi,tpi,iso639_2_t,,True,tpi,,False,,False,Creoles and pidgins,Creoles and pidgins,family_reconciliation_reviewed:iso_glottolog_pair,,Creoles and pidgins,family_analysis_mapping_reviewed.csv
