search_term,natural_language,counts,directionality,search_term_source,category,keep_term
санарип гуманитардык илимдер,ky,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
дигиталдык адабийят,ky,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифр-гуманитарлык,ky,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
диджиталдык дүйнөм,ky,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
дигитал жылдузлуук,ky,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ဒီဂျီတယ် လၤာ်ဖှိၣ်စီၤ,kyu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ကွန်ပျူတာနဲ့ လူမှုသိပ္ပံပညာ,kyu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ဒီဂျစ်တယ် ဟူမာနီတီ,kyu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ၾကႈ ၿိတႊႉ ၸႃႇ,kyu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
hmanau hmanau gwaa hmanau dahn,kyu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
studia humaniora digitalia,la,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
umanidades dijitales,lad,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
tecnologia digital en humanidades,lad,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
jamiro me piny ki teknoloji,lag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
sayansi ya kihisabati ya binadamu,lag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tebatik digital,lag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
lx̱a7s gwaay.7ins,kwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
síxwitl x̱aʔalh,kwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
teknoloji ya mifuko wa bwana,lag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
g̱a̱n̓a̱n̓a̱s g̱a̱n̓a̱n̓a̱s,kwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
цифрлу къулам,kum,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
диджитал фуна́минат,kum,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ʔa·kⱡukⱡuʔis naʔs kompyutar,kut,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ʔaq̓as q̓apił q̓apił,kut,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ʔa·kⱡaⱡ ʔa·kⱡaⱡ ʔa·kⱡaⱡ,kut,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
k'tk'tk tɨmɨnɨtɨs,kut,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kǂu ʔaʔkʷnuks,kut,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ʔatse qanawitʔeʔ,kut,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
taanáxwilh k'uuxsn,kut,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифровӧй гуманитарнӧй наукаяс,kv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
чипöр гуманитарнöй наукаяс,kv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
džigitalline gumanitarii,kv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
диджитал гырын,kv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
дигиталес хуманитарес,kv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
хумали-дигитал,kv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ڊيجيٽل انسانيت,kvx,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
ڊجيٽل انساني علم,kvx,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
dhakar bhasha shastra,kvx,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
ਦੀਜਿਟਲ ਮਨਵਾਦ,kvx,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
dheghow kolgh,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dynoryethow dijitel,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
denethow digyfel,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dhynseth dhyghel,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dybynyans a vynedhogyon,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
meynan dhygital,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dydd gwladwr cyfryngol,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kernowek digidhel,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ʼnəmxʼəlagiyu gukʷdzi ʼnəmxʼəla,kwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
g̱ilakasla lix̌səm ḵʼotła,kwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
diliti yumi,lag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digital insān-ik adhiyan,lah,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaal geisteswetenschafte,li,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humanitias digilal,lbw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
khumnangkayaw digital,lcp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ดิจิทัล ฮาร์มอนี,lcp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanitias digilisi,lcp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
དི་ཇི་ཏཱལ་ཧུ་མེ་ནི་ཏིསི,lep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ᰕᰧᰎᰧᰐᰬᰜ᰷ ᰕᰦᰃᰵᰚᰦᰛᰴ,lep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ᰌᰤᰦᰱ ᰣᰦᰜᰩᰰ ᰣᰦᰜᰩᰰ,lep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tshong tsham gnam tshang,lep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digi-mung-sa,lep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ཐམས་ཅད་ཀྱང་བརྒྱན་པའི་཈ྟག་ཡོངས་སུ་ཤེས་པ,lep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифрадин гуманитардин илимар,lez,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
дигиталлӏа гуманитарийӏа,lez,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифровиу инсаният,lez,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
хәлбәт һәйваны,lez,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humania digital,lfn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
sayniska aqoonta dijitaala,aa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
umanias dijital,lfn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
umanias digital,lfn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanitá digital,lfn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
eby’obuntubulamu ebya digital,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
obusobozi bw'abantu,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
eby'omutimbagano eby'obuwangwa,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ebyobuwangwa bya digiito,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
obuntu bw'abantu obw'omu nkomerero,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijitaali by'obuntu,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
bunamivu za digitali,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
obuyambi b’ekibalo e’digito,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
isindigiriza humanitari,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
teknolojia ya basajja,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitale geestesweitesjappe,li,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ดิจิทัลฮิวแมนนิตี้ส์,lcp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tolakina digitana,lbw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ਡਿਜੈਟਲ ਮਨੁਸ਼ਂਟਸ,lah,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
humãnitas digitala,lbw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ਦੀਜ਼ਲ ਮਾਨਵਾਦ,lah,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
ngeyo me kompyuta pi tic me dano,laj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
jamiro me komputer ki pwony me danone,laj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
makampuni ya digital,laj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
eŋ-lɔk-icŋ-tɔŋ digital,laj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
idigitaala humanitarii,laj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
teknoloji ya insanitwa,laj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ubuntungwa bwa dijitali,lam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
umunthu wa digital,lam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ubumi bwa digital,lam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humaña digital,lam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaal muntuŋŋu,lam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mafutadigitale,lam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
teknolojia yang diguital humanities,lam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tekwaro me digiito,lan,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
jamiro me konyo ki kompyuta,lan,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
lango-mɔ̃ŋ-ŋwete,lan,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digital geeschteswëssenschaft,lb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digital geeschterwëssenschaften,lb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digital geisteswëssenschaften,lb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digital geeschteswëssenschaften,lb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitale geisteswëssenschaften,lb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digital mënschwissenschaften,lb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
цифрала гуманитарная элмурду,lbe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифралул гуманитарнал наукарду,lbe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифралсса инсанналлул ӏилму,lbe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
lakalai digitala,lbe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифрови гуманитарни науки,lbe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
диджиталън хуманитары,lbe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
a̱ra̱kwai a̱jwai a̱bya̱ra̱,kaj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tsarin ilimi na dijital,kaj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitale hmanitu,kac,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ny digital humanitets,grb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitale menschwenkunde,gos,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
𐌳𐌹𐌲𐌹𐍄𐌰𐌻𐍃 𐌷𐌿𐌼𐌰𐌽𐌹𐍄𐌹𐍃,got,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitala manniskjundos,got,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
𐌳𐌹𐌲𐌹𐍄𐌰𐌻𐌰 𐌷𐌿𐌼𐌰𐌽𐌹𐍄𐌰𐍄𐌴𐌹𐍃,got,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
𐌳𐌹𐌲𐌹𐍄𐌰𐌻𐌰 𐌼𐌰𐌽𐌽𐌹𐍃𐌺𐌰 𐌺𐌿𐌽𐌸𐌹,got,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dagalaika hroths,got,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
anistal haiminaz,got,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dilpātiz himnautis,got,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
fægnisk þursmál,got,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kpɛkpɛ nyɔnɔ kɛ kpɔtɔ wlawla,grb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kɛlɛɛ-gbɛlɛɛ-nu-yɛlɛɛ,grb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kɛ̀ɛ̀nɛ̀ ɲɛnɛ̀ kɛ̀ɛ̀nɛ̀,grb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
bɔmɛnɛ ɗɛmɛtɛk,grb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
glae ɣee ɣlae,grb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ψηφιακαὶ ἀνθρωπιστικαί,grc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ඩිជី​တယ် လူ​သား​သိ​ပ​ညာ,kac,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ψηφιακαὶ ἀνθρωπιστικαὶ ἐπιστῆμαι,grc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ἐlektroniká humanistiká,grc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ψηφιακὴ ἀνθρωπολογία,grc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
διαδυτικὴ χρηματολογία,grc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
τεχνολογία διγιτάλων ανθρώπινης επιστήμης,grc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
khaṭiḍaṅ khaṇḍa,grt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kjam baon hehlong,grt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitil ḥumānītēs,grt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
լեռնային մանուշականություն,grt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitali geisteswissenschafte,gsw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale humanitäärwidenskraft,gsw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale geisteswiss.,gsw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale humanitätswissenschaften,gsw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ડિજિટલ માનવવિદ્યા,gu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaole mienboarte,gos,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
sulalate digital,gor,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ilmu pengetahuan digital,gor,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
nyawa-digital,gon,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
دیجیتال انسانی علوم,glk,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
بومدنی مکتوبات,glk,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
رۊدیژی انسانيۊت,glk,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
getæliu menschlîchiu kunst,gmh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
diu ziferlîche menscheit,gmh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale kunst,gmh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale humanität,gmh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale huomantich,gmh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humanidades digitales rehegua,gn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
avañe'ẽ ñanduti arandupy,gn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tapicha rembiapo digital,gn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
yvypóra rembiapokue marangatu renda,gn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tekombo'e ñanduti,gn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tatútekoha tekuakua,gn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
teknohumanaity,gn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kuariwesva digital,gn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
teknologia humanitáriya digital,gn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitala manahhimundi,goh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
fingarlīhhiu mennisgituomi,goh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
gizalîh geisteswizzî,goh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
zifrāliu mennisklīhī,goh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
daz hūsīdizal,goh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale minnizîherî,goh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
diutiscu hūmanītātis,goh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitala menschenwisentum,goh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digtal bhumik,gom,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ḍigitāl manovittās,gom,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ḍigital manushya-śastr,gon,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digiitala xumanitila,gon,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ડિજિટલ માનવિકૃતિ,gu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
teko pyahu teknolojia rupive,gub,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
teknologia pyahu rupi ypykatu rembiapo,gub,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
डिजिताल् मानविकी,gvr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dinjii zhuh k'yaa nankwat gwiizhit,gwi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kʼitįįhįįh kʼèèhchʼààhchʼįįh,gwi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
diginal dene kʼéh,gwi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dih-gwaa gızh’oo gwaa ɂehdii’u,gwi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tłetłëg tłatłëg,gwi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ik'itigiaqtuunik taaqtutangit,gwi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dan adam na dijital,ha,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kcharselect unicode block name,ha,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kimiyyar zamani na dan adam,ha,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ilimin dijital na dan adam,ha,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
nazarin dan adam na dijital,ha,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ilimin dan adam na dijital,ha,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
adabin duniya na digital,ha,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digita ƙirƙirar ƙirƙirar al'ada,ha,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
hunanmai digital,ha,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tasarauta matatama,ha,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digital ḵ'aadang,hai,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tluu hlg̱áygaang.ngaay g̱áygaang.ngaay,hai,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ḵ’aawdag̱aay gyaag̱ang,hai,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
gidíiłgaa gwaayuus,hai,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
g̱aay әdáawas,hai,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
t'aanu gaawgaa naa k'aawng,hai,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
hók-gáik-sṳ̀n,hak,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
nā humanities kikohoʻe,haw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
nā ʻepekema ʻikehu,haw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ʻepekema kikohoʻe,haw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
nā manaʻo kikohoʻe,haw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ʻike kikohoʻe kanaka,haw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
nā kauwela o ka lani,haw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dinjii zhuh k'ǫǫ įįhtł'àt nakhwahàa'àn,gwi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dhagyalai gyanapith,gvr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tekomarã digital,gub,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dhie-leedhaan skeellaaish,gv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tetxu humañi digital,gub,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
wá’a ëndë’ë ëndë’ä’ä,gub,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kwakwātikwātikwawatihewa,gub,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
sünain wattakalü tü nümüin tü kasa'inkat,guc,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
jüma'ana pütchi je'ewaa,guc,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
anasüka tü waneepia süchikuaa,guc,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
watawana kulturala digital,guc,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
maalipú-na yūyū,guc,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kuwa kusitawatawita digital,guc,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kɔmpyuta ne ninsaalima sɛkre,gur,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijital insaan yɛla,gur,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
bɔŋɣa tiaŋa,gur,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
zuliŋ gbàànbàŋ gbàtɔŋ,gur,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dzɛliti gwamgwi,gur,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
nyansa-n ŋim,gur,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
obwengere bwa digito,guz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
egesire gatagata na amasomo,guz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ebikundi by’abandu ebi digital,guz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
eri nyanchoro za kisasa,guz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kijeshi digitini,guz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dooinney digitagh,gv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
aghtyn mair-chlaa,gv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
sheanse mannaghyn,gv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
daonnaghtyn bun-earrooagh,gv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
sheineydys cadjin-oaylleeaght,gv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
deineyaght ghooghyssagh,gv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dooie ghumailtys,gv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
noọng-stehagh çhemishagh,gv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digeal ealaramshteyt,gv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
دیجیتال هومانیتیس,glk,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
دیجیتالی علوم انسانی,glk,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
دیجیتال انسانیّات,glk,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
mata tupu digitale,fud,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humpito noddito dijitaal,fuq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
faggudu himma dijital,fuq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dijitaal ɓanndu aadeeji,fuq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tɗɛmɓeɗɛ ɓurɗo,fuq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
hukuumital ɗiijanɗe,fuq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digiital haalimiyyaatu,fuq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humanitii digitaali,fuq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
lis siencis umanis digjitâls,fur,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
umanitâts digitâls,fur,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
umanistichis digjitâls,fur,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humaaniiji digitaal,fuv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humpito dijitaal,fuv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
himma dijital,fuv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijital faayiɗe aadeeji,fuv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tarihin digital,fuv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaal ƙirama,fuv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ditali hunimintsi,fuv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
yadda digitaali,fuv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
дигитал хуманитизм,fvr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digu-lal huminahit,fvr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitale geasteswittenskippen,fy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitale geasteswitenskippen,fy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitale minnichteiten,fy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaal minskwittenskip,fy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
daonnachtaí digiteacha,ga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
