"language_code","language_name","term_source","enmt_translated_term","term","wikipedia_translated_term","coding_dh_date","exclude_google_cloud_translate","gt_translated_term","exclude_easynmt","family_name"
"vic","Virgin Islands Creole English","Digital Humanities","","","","2026-04-19 16:24:26","","","","Creoles and pidgins"
"zag","Zaghawa","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"zen","Zenaga","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"sas","Sasak","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"ojw","Western Ojibwa","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"rhg","Rohingya","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"tkl","Tokelau","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"nyo","Nyoro","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"cdo","Min Dong Chinese","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Sino-Tibetan languages"
"nrm","Norman","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"aa","Afar","Digital Humanities","","","","2026-04-19 16:24:26","False","Xiyitaal Sehdaytiino","True","Afro-Asiatic languages"
"nym","Nyamwezi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"otk","Old Turkish","Digital Humanities","","","","2026-04-19 16:24:26","","","","Altaic languages"
"tgx","Tagish","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"ojb","Northwestern Ojibwa","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"sog","Sogdian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"smn","Inari Sami","Digital Humanities","","","","2026-04-19 16:24:26","","","","Uralic languages"
"peo","Old Persian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"yrl","Nheengatu","Digital Humanities","","","","2026-04-19 16:24:26","","","","South American Indian languages"
"kht","Khamti","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"moh","Mohawk","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"ssy","Saho","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"rob","Tae'","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"scs","North Slavey","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"umb","Umbundu","Digital Humanities","O Afendeli va Yehova va Siata Oku Teyuila Omanu","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"sad","Sandawe","Digital Humanities","","","","2026-04-19 16:24:26","","","","Language isolate"
"thq","Kochila Tharu","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"xsa","Sabaean","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"rug","Roviana","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"vro","Võro","Digital Humanities","","","","2026-04-19 16:24:26","","","","Uralic languages"
"nzi","Nzima","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"tly","Talysh","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"osc","Oscan","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"stq","Saterland Frisian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"zgh","Standard Moroccan Tamazight","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"krl","Karelian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Uralic languages"
"vot","Votic","Digital Humanities","","","","2026-04-19 16:24:26","","","","Uralic languages"
"zmi","Negeri Sembilan Malay","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"ik","Inupiaq","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","North American Indian languages"
"str","Straits Salish","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"smp","Samaritan","Digital Humanities","","","","2026-04-19 16:24:26","","","","Artificial languages"
"pau","Palauan","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"wtm","Mewati","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"pal","Pahlavi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"shn","Shan","Digital Humanities","","","","2026-04-19 16:24:26","","","","Tai languages"
"sbp","Sangu","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"wuu","Wu Chinese","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"wbr","Wagdi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"rgn","Romagnol","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"ch","Chamorro","Digital Humanities","","","","2026-04-19 16:24:26","False","Digital Humanities","True","Austronesian languages"
"yue","Cantonese","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"chy","Cheyenne","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","North American Indian languages"
"inh","Ingush","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Caucasian languages"
"liv","Livonian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Uralic languages"
"rcf","Réunion Creole French","Digital Humanities","","","","2026-04-19 16:24:26","","","","Creoles and pidgins"
"rmf","Kalo Finnish Romani","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"mwl","Mirandese","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"vun","Vunjo","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"wls","Wallisian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"wni","Ndzwani Comorian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"mgo","Metaʼ","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"pam","Kapampangan","Digital Humanities","","","","2026-04-19 16:24:26","False","Digital Humanities","True","Austronesian languages"
"av","Avaric","Digital Humanities","","","","2026-04-19 16:24:26","False","Цифралъулал гуманитариялин абулел","True","Caucasian languages"
"lt","Lithuanian","Digital Humanities","","","","2026-04-19 16:24:26","False","Skaitmeniniai humanitariniai mokslai","True","Indo-European languages"
"vai","Vai","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"ojs","Oji-Cree","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"got","Gothic","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"zu","Zulu","Digital Humanities","","","Ezezibhangqiwe zoLuntu","2026-04-18 19:13:11","False","I-Digital Humanities","True","Niger-Kordofanian languages"
"ko","Korean","Digital Humanities","","디지털 인문학","디지털 인문학","2026-04-18 19:13:11","False","디지털 인문학","True","Language isolate"
"en","English","Digital Humanities","","Digital Humanities","digital humanities","2026-04-18 19:13:11","False","Digital Humanities","True","Indo-European languages"
"sl","Slovene","Digital Humanities","","Digitalna humanistika","Digitalna humanistika","2026-04-18 19:13:11","False","Digitalna humanistika","True","Indo-European languages"
"sr","Serbian","Digital Humanities","","","Дигитална хуманистика","2026-04-18 19:13:11","False","Дигиталне хуманистичке науке","True","Indo-European languages"
"ta","Tamil","Digital Humanities","","எண்ணிம மனிதவியல்","எண்ணிம மனிதவியல்","2026-04-18 19:13:11","False","டிஜிட்டல் மானுடவியல்","True","Dravidian languages"
"lmo","Lombard","Digital Humanities","","","Informatega umanistega","2026-04-18 19:13:11","False","Scienzi umanistich digitai","True","Indo-European languages"
"th","Thai","Digital Humanities","","มนุษยศาสตร์ดิจิทัล","มนุษยศาสตร์ดิจิทัล","2026-04-18 19:13:11","False","มนุษยศาสตร์ดิจิทัล","True","Tai languages"
"tr","Turkish","Digital Humanities","","","Dijital beşeri bilimler","2026-04-18 19:13:11","False","Dijital Beşeri Bilimler","True","Altaic languages"
"ja","Japanese","Digital Humanities","","デジタル・ヒューマニティーズ","デジタル・ヒューマニティーズ","2026-04-18 19:13:11","False","デジタルヒューマニティーズ","True","Japanese (family)"
"fa","Persian","Digital Humanities","","","علوم انسانی دیجیتال","2026-04-18 19:13:11","False","علوم انسانی دیجیتال","True","Indo-European languages"
"la","Latin","Digital Humanities","","Humanitates digitales","Humanitates digitales","2026-04-18 19:13:11","False","Humanitates Digitales","True","Indo-European languages"
"pl","Polish","Digital Humanities","","","Humanistyka cyfrowa","2026-04-18 19:13:11","False","Humanistyka cyfrowa","True","Indo-European languages"
"sh","Serbo-Croatian","Digital Humanities","","Дигиталне хуманистичке науке","Digitalne humanističke nauke","2026-04-18 19:13:11","False","","True","Indo-European languages"
"pt","Portuguese","Digital Humanities","","","Humanidades digitais","2026-04-18 19:13:11","False","Humanidades Digitais","True","Indo-European languages"
"ecy","Eteocypriot","Digital Humanities","","","","","","","True",""
"gmy","Mycenaean Greek","Digital Humanities","","","","","","","True",""
"nan","Min Nan Chinese","Digital Humanities","","","","","","","True",""
