language_code,language_name,term_source,lingvanex_translated_term,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,family_name
sl,Slovene,Digital Humanities,Digitalna humanistika,,,2026-04-19 16:24:50,,,,,,Indo-European languages
quc,Kʼicheʼ,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Central American Indian languages
xmn,Manichaean Middle Persian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
tkl,Tokelau,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
dua,Duala,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
shu,Chadian Arabic,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Afro-Asiatic languages
rob,Tae',Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
raj,Rajasthani,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
gba,Gbaya,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
gwi,Gwichʼin,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
ota,"Turkish, Ottoman (1500-1928)",Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Altaic languages
zmi,Negeri Sembilan Malay,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
mai,Maithili,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
pnt,Pontic,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
wbq,Waddar,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
pal,Pahlavi,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
nyo,Nyoro,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
rkt,Rangpuri,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
wtm,Mewati,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
phn,Phoenician,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Afro-Asiatic languages
ltg,Latgalian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
rap,Rapanui,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
xna,Ancient North Arabian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Afro-Asiatic languages
lus,Mizo,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Sino-Tibetan languages
shn,Shan,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Tai languages
jpr,Judeo-Persian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
dnj,Dan,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
srr,Serer,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
gon,Gondi,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Dravidian languages
smj,Lule Sami,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Uralic languages
rej,Rejang,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
eo,Esperanto,Digital Humanities,Ciferecaj Homaroj,,,2026-04-19 16:24:50,,,,,,Artificial languages
ksb,Shambala,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
sah,Yakut,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Altaic languages
sam,Samaritan Aramaic,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Afro-Asiatic languages
sas,Sasak,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
bi,Bislama,Digital Humanities,,,,2026-04-19 16:24:50,True,,False,Ol Fasin Blong Man We Oli No Isi,True,Austronesian languages
myz,Classical Mandaic,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Afro-Asiatic languages
ml,Malayalam,Digital Humanities,ഡിജിറ്റൽ ഹ്യുമാനിറ്റീസ്,,,2026-04-19 16:24:50,,,,,,Dravidian languages
nds,Low German / Low Saxon,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Indo-European languages
sef,Cebaara Senoufo,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
rmu,Tavringer Romani,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
khw,Khowar,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Indo-European languages
see,Seneca,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
stq,Saterland Frisian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
ssy,Saho,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Afro-Asiatic languages
ryu,Central Okinawan,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Japanese languages
yo,Yoruba,Digital Humanities,Digital Humanities,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
ur,Urdu,Digital Humanities,ڈیجیٹل ہیومینٹیز,,,2026-04-19 16:24:50,,,,,,Indo-European languages
crh,Crimean Tatar,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Altaic languages
rjs,Rajbanshi,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
sad,Sandawe,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Language isolate
srb,Sora,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austro-Asiatic languages
srn,Sranan Tongo,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Creoles and pidgins
vep,Veps,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Uralic languages
snk,Soninke,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
zh,Chinese,Digital Humanities,数字人文,,,2026-04-19 16:24:50,,,,,,Sino-Tibetan languages
ojg,Eastern Ojibwa,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
pdt,Plautdietsch,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
sid,Sidamo,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Afro-Asiatic languages
pis,Pijin,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Creoles and pidgins
osa,Osage,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
bxr,Buriat (Russia),Digital Humanities,,,,2026-04-19 16:24:50,False,Тоон гуманитарна эрдэмүүд,True,,True,Altaic languages
rwk,Rwa,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
ebu,Embu,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
sma,Southern Sami,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Uralic languages
mer,Meru,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
mde,Maba,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Nilo-Saharan languages
rmf,Kalo Finnish Romani,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
hnd,Southern Hindko,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
skr,Saraiki,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
suk,Sukuma,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
ny,Chichewa; Chewa; Nyanja,Digital Humanities,Digital Humanities,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
goh,Old High German,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
sou,Southern Thai,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Tai languages
dv,Divehi; Maldivian;,Digital Humanities,,,,2026-04-19 16:24:50,False,ދިރާގު ހިއުމަނިޓީސް އެވެ,True,,True,Indo-European languages
lmo,Lombard,Digital Humanities,,,Informatega umanistega,2026-04-18 19:13:11,False,Scienzi umanistich digitai,True,,True,Indo-European languages
sh,Serbo-Crotian,Digital Humanities,,Дигиталне хуманистичке науке,Digitalne humanističke nauke,2026-04-18 19:13:11,False,Дигиталне хуманистичке науке,True,,True,Indo-European languages
