language_code,term_source,ollama_translated_term,language_name,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_extracted_dictionaries,ollama_translation,coding_dh_date
he,Digital Cultural Heritage,ארכיאולוגיה דיגיטלית,Hebrew (modern),"{'translated_term': 'ארכיאולוגיה דיגיטלית', 
 'translation_rationale': 'The term ""Digital Cultural Heritage"" can be translated to Hebrew by combining the words ""ארכאולוגיה"" (archaeology) and ""דיגיטל"" (digital). This combination reflects the core idea of Digital Cultural Heritage as the preservation and promotion of cultural heritage through digital means. Alternatives could include ""נוף תרבבי"" (virtual heritage) or ""ארכיאולוגיה דיגיטלית"" (digital archaeology), but they may not capture the full scope of the term.'}",llama3.2,2025-05-15T19:58:56.79514Z,1551289750.0,34748709.0,123.0,80196167.0,164.0,1435206583.0,stop,[],,2025-05-31 21:15:56
hi,Digital Cultural Heritage,मि म्न ाील गैत,Hindi,"{'translated_term': '\u092e\u093f \u092e\u094d\u0928 \u093e\u0940\u0932 \u0917\u0948\u0924', 'translation_rationale': 'This term translates to ""Digital Samudayik Sanskriti"" in Hindi, where ""Samudayik"" denotes community or society, and ""Sanskriti"" means culture or heritage. The use of the prefix ""Digital"" is retained to convey the digital aspect of the term.', 'alternative_translation': '\u092e\u093f \u0938 \u092e\u094d\u0928 \u093e\u0940\u0932', 'translation_rationale_alternative': 'Alternatively, it could be translated as ""Digital Sanskriti"" which still conveys the idea of cultural heritage in a digital context.'}",llama3.2,2025-05-15T19:59:03.055709Z,2115963417.0,34628417.0,118.0,82049709.0,181.0,1998081000.0,stop,"[{'translated_term': 'मि म्न ाील गैत', 'translation_rationale': 'This term translates to ""Digital Samudayik Sanskriti"" in Hindi, where ""Samudayik"" denotes community or society, and ""Sanskriti"" means culture or heritage. The use of the prefix ""Digital"" is retained to convey the digital aspect of the term.', 'alternative_translation': 'मि स म्न ाील', 'translation_rationale_alternative': 'Alternatively, it could be translated as ""Digital Sanskriti"" which still conveys the idea of cultural heritage in a digital context.'}]",मि म्न ाील गैत,2025-05-31 21:15:56
ht,Digital Cultural Heritage,Kultiye Ayisyen Nan Tèt,Haitian,"{'translated_term': 'Kultiye Ayisyen Nan Tèt', 'translation_rationale': 'Pèsi bon ayisyon nan teknolòj ki konsètman anse anpil ase ak sesyon sa nan kiltir, konnan anpi anvan ase, konnan anpil anvan ak sesyon sa nan lang di. Prennman ki devlopman nan teknolòj nan kiltir ase, nou pase ansi vini nan kilti pèyi ouryen ak nonm pou nan santi menm ase, ki gen fò ki te konnen anpil ase.', 'alternatives': ['Kultiye Ayisyen Nan Teledjité', 'Pèsi Ayisyen ak Kultiwite'] }",llama3.2,2025-05-15T19:58:51.514551Z,1657136500.0,30180500.0,120.0,74246125.0,177.0,1551709792.0,stop,"[{'translated_term': 'Kultiye Ayisyen Nan Tèt', 'translation_rationale': 'Pèsi bon ayisyon nan teknolòj ki konsètman anse anpil ase ak sesyon sa nan kiltir, konnan anpi anvan ase, konnan anpil anvan ak sesyon sa nan lang di. Prennman ki devlopman nan teknolòj nan kiltir ase, nou pase ansi vini nan kilti pèyi ouryen ak nonm pou nan santi menm ase, ki gen fò ki te konnen anpil ase.', 'alternatives': ['Kultiye Ayisyen Nan Teledjité', 'Pèsi Ayisyen ak Kultiwite']}]",Kultiye Ayisyen Nan Tèt,2025-05-31 21:15:56
hu,Digital Cultural Heritage,Digitális Kulturális Örökség,Hungarian,"{'translated_term': 'Digitális Kulturális Örökség', 
 'translation_rationale': 'The suggested term ""Digitális Kulturális Örökség"" directly translates the concept of Digital Cultural Heritage from English into Hungarian. It is a precise and accurate translation, as it encompasses both the digital aspect and cultural significance of heritage sites and artifacts. The use of ""örökség"" (heritage) in this context ensures that the translation conveys the idea of legacy or inheritance, which is central to the concept of cultural heritage.',
 'alternative_translations': ['Kulturális digitális örökség', 'Digitális és kulturelői örökség', 'Kultúra és technológia közöttállás']}",llama3.2,2025-02-27T22:17:37.664064Z,1940286167.0,26667542.0,153.0,108000000.0,166.0,1803000000.0,stop,[],,2025-05-31 21:15:56
hy,Digital Cultural Heritage,,Armenian,"{'translated_term': 'Թվային մշակութային ժառանգություն', 
 'translation_rationale': 'This term is a direct translation from English to Armenian, using the suggested term provided by Google Translate API. However, I considered the nuances of the concept and its relevance in the Armenian cultural context.', 
 'alternative_translations': ['Համաքական մշակութային ժառանգություն', 'Մշակութային տեխնոլոգիա']}

Note: While the suggested term provided by Google Translate API is a good starting point, I have considered alternative translations to better suit the Armenian language and cultural nuances. The second alternative translation, 'Մշակութային տեխնոլոգիա', is a more common term in Armenia that refers to technology applied in education or cultural preservation. The first alternative translation, 'Համաքական մշակութային ժառանգություն', is a more formal term that implies global cultural heritage.",llama3.2,2025-02-27T22:10:42.574609Z,10792500875.0,26245458.0,194.0,187000000.0,373.0,10577000000.0,stop,[],,2025-05-31 21:15:56
hz,Digital Cultural Heritage,Otjiherongo oShikwembu wa Kudigitalo,Herero,"{'translated_term': 'Otjiherongo oShikwembu wa Kudigitalo', 'translation_rationale': 'In Herero, ""Otjiherongo"" means ""memory"", ""shikwembu"" refers to the cultural or traditional knowledge, and ""kodigitalo"" indicates something digital. This translation aims to convey the concept of preserving cultural heritage in a digital format.', 'alternative_translations': ['Otjiherongo oShiwaka wa Kudigitalo', 'Kurimbi oShikwembu wa Digitali']}",llama3.2,2025-02-27T22:17:23.587269Z,1171460333.0,29466750.0,121.0,24000000.0,119.0,1116000000.0,stop,"[{'translated_term': 'Otjiherongo oShikwembu wa Kudigitalo', 'translation_rationale': 'In Herero, ""Otjiherongo"" means ""memory"", ""shikwembu"" refers to the cultural or traditional knowledge, and ""kodigitalo"" indicates something digital. This translation aims to convey the concept of preserving cultural heritage in a digital format.', 'alternative_translations': ['Otjiherongo oShiwaka wa Kudigitalo', 'Kurimbi oShikwembu wa Digitali']}]",Otjiherongo oShikwembu wa Kudigitalo,2025-05-31 21:15:56
ia,Digital Cultural Heritage,Heritage Cultural Digital,Interlingua,"{'translated_term': ""Heritage Cultural Digital"", 'translation_rationale': 'The term ""Digital Cultural Heritage"" can be directly translated to ""Heritage Cultural Digital"" in Interlingua, using a straightforward and literal approach.', 
 'alternatives': ['Heritago Cultural Digital', 'Patrimonio Cultural Digital', 'Cultura Digital Patrimonio']}",llama3.2,2025-02-27T22:17:47.369914Z,819470292.0,28143417.0,122.0,23000000.0,76.0,766000000.0,stop,[],,2025-05-31 21:15:56
id,Digital Cultural Heritage,Warisan Budaya dalam Bentuk Digital,Indonesian,"{'translated_term': 'Warisan Budaya Digital', 'translation_rationale': 'I have used the term ""Warisan Budaya Digital"" because it closely matches the English term and conveys the idea of digital cultural heritage. The term is widely recognized in Indonesia and reflects the country's rich cultural diversity.'}

However, I would like to suggest a slight modification: {'translated_term': 'Warisan Budaya Duniawisata', 'translation_rationale': 'I have modified the translation to include the word ""Duniawisata"", which means ""worldwide"" or ""global"", to further emphasize the digital aspect of cultural heritage. This term is more specific and nuanced, conveying that digital cultural heritage encompasses not only local but also global cultural expressions.'}

Alternatively, a more literal translation could be: {'translated_term': 'Warisan Budaya dalam Bentuk Digital', 'translation_rationale': 'I have used this phrase to emphasize the digital aspect of cultural heritage. This term is clear and concise, conveying that digital cultural heritage refers specifically to cultural expressions in a digital format.'}",llama3.2,2025-02-27T22:17:55.596009Z,3276897583.0,29026375.0,147.0,98000000.0,222.0,3148000000.0,stop,"[{'translated_term': 'Warisan Budaya Duniawisata', 'translation_rationale': 'I have modified the translation to include the word ""Duniawisata"", which means ""worldwide"" or ""global"", to further emphasize the digital aspect of cultural heritage. This term is more specific and nuanced, conveying that digital cultural heritage encompasses not only local but also global cultural expressions.'}, {'translated_term': 'Warisan Budaya dalam Bentuk Digital', 'translation_rationale': 'I have used this phrase to emphasize the digital aspect of cultural heritage. This term is clear and concise, conveying that digital cultural heritage refers specifically to cultural expressions in a digital format.'}]",Warisan Budaya dalam Bentuk Digital,2025-05-31 21:15:56
ie,Digital Cultural Heritage,Digitaler Culturation Heritage,Interlingue,"{'translated_term': 'Digitaler Culturation Heritage', 'translation_rationale': 'I used the suffix ""-er"" to form a noun that is closer to the English term, and ""Culturation"" to make it sound more like an umbrella concept. Alternatively, I could have used ""Heritage Cultural Digital"" or ""Cultural Digital Heritage"" to maintain the same meaning but with different word orders.', 'alternatives': ['Digitaler Culturacion Heritage', 'Cultural Heritage Digitale']}",llama3.2,2025-05-15T19:59:14.124819Z,880848292.0,33991875.0,122.0,17830042.0,101.0,827864750.0,stop,"[{'translated_term': 'Digitaler Culturation Heritage', 'translation_rationale': 'I used the suffix ""-er"" to form a noun that is closer to the English term, and ""Culturation"" to make it sound more like an umbrella concept. Alternatively, I could have used ""Heritage Cultural Digital"" or ""Cultural Digital Heritage"" to maintain the same meaning but with different word orders.', 'alternatives': ['Digitaler Culturacion Heritage', 'Cultural Heritage Digitale']}]",Digitaler Culturation Heritage,2025-05-31 21:15:56
ig,Digital Cultural Heritage,Кинуm 🛀Сейкл 🛤Тайа,Igbo,"{'translated_term': '\u041a\u0438\u043d\u0443m \U0001f6c0\u0421\u0435\u0439\u043a\u043b \U0001f6e4\u0422\u0430\u0439\u0430', 'translation_rationale': 'I used \u041a\u0438\u043d\u0443m (culture) and \u201cDigital\u201c to convey the digital aspect, while incorporating Igbo words for heritage (\u041f\u0435\u0432\u0435\u0430) and knowledge (\u0421\u0438\u043a\u0430), which are more precise translations of the English term. The \u201c6c0\u201d is an emoji representing a digital image, and \u201e6e4\u201d is similar to the emoji for a book, symbolizing knowledge. I considered the Google Translate API suggestion but modified it to better fit Igbo grammar and meaning.', 'alternatives': ['Ihe Nketa Omenala Dijitalụ (as suggested by Google Translate)', '\u041A\u0438\u043d\u0443m \U0001f6c0\u0422\u0435\u043a\u043b\u043e\u0442\u044e (alternative usage of the term)']}

Note: In Igbo, 'Ihe Nketa' means 'thing', and 'Omenala' means 'culture' or 'heritage'.",llama3.2,2025-02-27T22:18:22.71707Z,4513601708.0,29149208.0,156.0,153000000.0,323.0,4329000000.0,stop,"[{'translated_term': 'Кинуm 🛀Сейкл 🛤Тайа', 'translation_rationale': 'I used Кинуm (culture) and “Digital“ to convey the digital aspect, while incorporating Igbo words for heritage (Певеа) and knowledge (Сика), which are more precise translations of the English term. The “6c0” is an emoji representing a digital image, and „6e4” is similar to the emoji for a book, symbolizing knowledge. I considered the Google Translate API suggestion but modified it to better fit Igbo grammar and meaning.', 'alternatives': ['Ihe Nketa Omenala Dijitalụ (as suggested by Google Translate)', 'Кинуm 🛀Теклотю (alternative usage of the term)']}]",Кинуm 🛀Сейкл 🛤Тайа,2025-05-31 21:15:56
ii,Digital Cultural Heritage,ɬəŋɡʊi ɸitʰɔŋ sɛŋ,Nuosu,"{'translated_term': 'ɬəŋɡʊi ɸitʰɔŋ sɛŋ', 'translation_rationale': 'The term ""Digital Cultural Heritage"" is composed of Nuosu words: \u04b8\u04b4\u04c1\u04ba (ɬəŋɡʊi), meaning ""culture"" or ""tradition"", and \u0446\u0438\u0442\u044f (ɸitʰɔŋ), meaning ""information"" or ""knowledge"". Together, they convey the concept of digital representations and records of cultural knowledge and traditions. Alternative translations could be \u04b8\u04b4\u04c1\u04ba sɛŋ tsoŋ (ɬəŋɡʊi sɛŋ), emphasizing ""culture"" as the primary focus, or \u0446\u0438\u0442\u044f \u0430ɪɮ (ɸitʰɔŋ aɪl), suggesting a more technical aspect.', 'alternative_translations': ['ɬəŋɡʊi sɛŋ tsoŋ', '\u0446\u0438\u0442\u044f \u0430ɪɮ']}",llama3.2,2025-02-27T22:26:04.740892Z,2747359042.0,30415417.0,120.0,17000000.0,285.0,2697000000.0,stop,"[{'translated_term': 'ɬəŋɡʊi ɸitʰɔŋ sɛŋ', 'translation_rationale': 'The term ""Digital Cultural Heritage"" is composed of Nuosu words: ҸҴӁҺ (ɬəŋɡʊi), meaning ""culture"" or ""tradition"", and цитя (ɸitʰɔŋ), meaning ""information"" or ""knowledge"". Together, they convey the concept of digital representations and records of cultural knowledge and traditions. Alternative translations could be ҸҴӁҺ sɛŋ tsoŋ (ɬəŋɡʊi sɛŋ), emphasizing ""culture"" as the primary focus, or цитя аɪɮ (ɸitʰɔŋ aɪl), suggesting a more technical aspect.', 'alternative_translations': ['ɬəŋɡʊi sɛŋ tsoŋ', 'цитя аɪɮ']}]",ɬəŋɡʊi ɸitʰɔŋ sɛŋ,2025-05-31 21:15:56
ik,Digital Cultural Heritage,Igdluqanigi Inaqsa,Inupiaq,"{'translated_term': 'Igdluqanigi Inaqsa', 'translation_rationale': 'In Igdluqanigi, ""igdlu"" means ""digital"" or ""information technology"", and ""inaqsa"" means ""heritage"" or ""legacy"". The suffix ""-gi"" is used to indicate a concept or idea in the language. This translation combines these elements to convey the meaning of Digital Cultural Heritage in Inupiaq.', 'alternative_translations': ['Sikuinigi Inaqsa', 'Igdlu Inaqsa (ikpisaqan)', 'Ineqsiqtani Inaqsa']}

Note: Igdluqanigi is a suffix used to indicate something related to technology or modernity, and is commonly used in Inupiaq words to describe new concepts or ideas. Sikuinigi means ""to preserve"" or ""to protect"", which could be an alternative translation if the focus was on preservation rather than digital aspect. Igdlu Inaqsa (ikpisaqan) adds the idea of information technology and ""ikpisaqan"" to convey that it is a cultural aspect, using ik as a prefix for something related to culture or tradition in this context.",llama3.2,2025-02-27T22:18:31.096629Z,3390324458.0,24043833.0,124.0,19000000.0,258.0,3345000000.0,stop,"[{'translated_term': 'Igdluqanigi Inaqsa', 'translation_rationale': 'In Igdluqanigi, ""igdlu"" means ""digital"" or ""information technology"", and ""inaqsa"" means ""heritage"" or ""legacy"". The suffix ""-gi"" is used to indicate a concept or idea in the language. This translation combines these elements to convey the meaning of Digital Cultural Heritage in Inupiaq.', 'alternative_translations': ['Sikuinigi Inaqsa', 'Igdlu Inaqsa (ikpisaqan)', 'Ineqsiqtani Inaqsa']}]",Igdluqanigi Inaqsa,2025-05-31 21:15:56
io,Digital Cultural Heritage,Kulturlingua Digitala Eresto,Ido,"{'translated_term': 'Kulturlingua Digitala Eresto', 'translation_rationale': 'I chose ""Kulturlingua"" to convey the idea of cultural language and heritage, which is central to the concept of Digital Cultural Heritage. The term ""Digitala Eresto"" translates literally as ""digital heritage"" in Ido. By combining both terms, I aim to capture the essence of this concept in a way that resonates with the nuances of the Ido language.', 'alternative_translations': ['Kultura Dokumenti Digitali', 'Culturala Informado Eresto']}",llama3.2,2025-02-27T22:18:49.299952Z,1422880500.0,29433041.0,120.0,200000000.0,127.0,1191000000.0,stop,"[{'translated_term': 'Kulturlingua Digitala Eresto', 'translation_rationale': 'I chose ""Kulturlingua"" to convey the idea of cultural language and heritage, which is central to the concept of Digital Cultural Heritage. The term ""Digitala Eresto"" translates literally as ""digital heritage"" in Ido. By combining both terms, I aim to capture the essence of this concept in a way that resonates with the nuances of the Ido language.', 'alternative_translations': ['Kultura Dokumenti Digitali', 'Culturala Informado Eresto']}]",Kulturlingua Digitala Eresto,2025-05-31 21:15:56
ga,Digital Cultural Heritage,Comhthéacs Dhaonaitheach Cultúrach,Irish,"{'translated_term': 'Comhthéacs Dhaonaitheach Cultúrach', 
'translation_rationale': 'I have used the term ""Comhthéacs"" (plural) from the word ""comthéacs"", meaning ""collection"" or ""assembly"", to convey the idea of a collection or assembly of digital cultural artifacts. The prefix ""Dhaonaitheach"" is derived from ""daoin"" (singular) meaning ""digital"" and adds a suffix ""-iteach"" to form an adjective, making it clear that this term refers to something related to digital technology. Finally, I have added the word ""Cultúrach"", which means ""of culture"". This translation aims to capture the essence of the term ""Digital Cultural Heritage"" in Irish.', 
'alternatives': ['Comhthéacs Cultúracha (plural)', 'Cuimhníghtheas Dhaonaitheach', 'Daoinitheas Cultúracha']}",llama3.2,2025-05-15T19:59:17.178793Z,2031125042.0,31628292.0,118.0,77423041.0,208.0,1920919292.0,stop,[],,2025-05-31 21:15:56
fo,Digital Cultural Heritage,Digitálir kulturarvir,Faroese,"{'translated_term': 'Digitálir kulturarvir', 'translation_rationale': 'I modified ""Talgildi mentanararvur"" to ""Digitálir kulturarvir"" by replacing ""Tal-"" with ""Digi-"", which is a common prefix in Faroese for digital-related terms. This term captures the essence of ""Digital Cultural Heritage"" and is more idiomatic in Faroese. The rationale behind this translation choice was to create a word that closely resembles the English term while taking into account the nuances of the Faroese language.'}",llama3.2,2025-02-27T22:16:00.973678Z,1085311042.0,28039792.0,155.0,20000000.0,124.0,1034000000.0,stop,"[{'translated_term': 'Digitálir kulturarvir', 'translation_rationale': 'I modified ""Talgildi mentanararvur"" to ""Digitálir kulturarvir"" by replacing ""Tal-"" with ""Digi-"", which is a common prefix in Faroese for digital-related terms. This term captures the essence of ""Digital Cultural Heritage"" and is more idiomatic in Faroese. The rationale behind this translation choice was to create a word that closely resembles the English term while taking into account the nuances of the Faroese language.'}]",Digitálir kulturarvir,2025-05-31 21:15:56
ch,Digital Cultural Heritage,,Chamorro,"{'translated_term': 'I Herensian Kotturan Digital, Sinafu Tekkanu', 'translation_rationale': 
  'The term ""Digital Cultural Heritage"" is translated as ""Our Shared Digital Legacy, Preserved Knowledge"". I chose this phrase because Chamorro emphasizes the importance of shared knowledge and collective heritage (Sinafu Tekkanu). ""I Herensian Kotturan"" suggests digital aspect (Kotturan) and our shared cultural identity (Herensian), while ""Digital"" reinforces the modern twist on traditional concepts. This translation attempts to incorporate both Chamorro's emphasis on community and tradition, as well as the digital innovation that underlies Digital Cultural Heritage.'}

Alternatively, using Google Translate API's suggestion 'I Herensian Kotturan Digital' but with some modifications:

{'translated_term': 'I Herensian Kotturan Digital, Taso Sinafu', 
 'translation_rationale': 
  'This translation builds upon the base phrase from Google Translate API. ""Taso"" in Chamorro means ""stage"" or ""level"", and ""Sinafu"" means ""our shared knowledge"". By adding this to the original phrase, I aim to convey that Digital Cultural Heritage is a stage or level of preservation for our collective knowledge. This adaptation better captures the nuances of Chamorro language while still honoring the digital aspect.'}

Note: The suggested translations may require additional testing and refinement with native speakers to ensure accuracy and cultural sensitivity.",llama3.2,2025-02-27T22:14:11.139533Z,2505083625.0,29206625.0,152.0,26000000.0,300.0,2447000000.0,stop,[],,2025-05-31 21:15:56
fj,Digital Cultural Heritage,Na Viti Vakadua ni Vanua Digitaki,Fijian,"{'translated_term': 'Na Viti Vakadua ni Vanua Digitaki', 
'translation_rationale': 'I adapted the suggestion ""Na iTukutuku Makawa ni Digitaki"" by replacing ""iTukutuku"" with ""Vakadua"", which means ""cultural heritage"" or ""traditional knowledge"" in Fijian. I added ""ni Vana"" to specify that it refers to people, cultures, and communities, while maintaining the connection to the digital aspect through ""Digitaki"". This translation aims to preserve the core concept of digital cultural heritage while adapting it to Fijian linguistic and cultural nuances.'}",llama3.2,2025-02-27T22:16:03.65112Z,1657015083.0,31142500.0,156.0,87000000.0,131.0,1536000000.0,stop,[],,2025-05-31 21:15:56
co,Digital Cultural Heritage,,Corsican,"```
{
  ""translated_term"": ""Patrimoniu culturale digitale e cuntrutu"",
  ""translation_rationale"": ""Utilizzai il termine 'Patrimoniu culturale' come base, aggiungendo 'digitale' per evidenziare l'aspetto tecnologico. 'E cuntrutu' è stato aggiunto per sottolineare che la cultura digitale è una forma di cuntruttura, ovvero costruzione e gestione del patrimonio culturale nel contesto della cultura digitale.""
}
```

Or, as an alternative:

```
{
  ""translated_term"": ""Patrimoniu tradizionale e digitali"",
  ""translation_rationale"": ""In questo caso ho mantenuto il termine 'Patrimoniu' per enfatizzare l'aspetto culturale, aggiungendo 'tradizionale' per sottolineare la connessione con il patrimonio culturale tradizionale. Il termine 'digitali' è stato aggiunto per evidenziare l'impatto della tecnologia sulla cultura e sul patrimonio culturale.""
}
```

Note: The two alternatives reflect different approaches to translating the term ""Digital Cultural Heritage"" into Corsican, with one emphasizing the digital aspect and the other emphasizing the traditional/ cultural aspect.",llama3.2,2025-02-27T22:14:54.612821Z,2649950667.0,30416250.0,152.0,87000000.0,288.0,2530000000.0,stop,[],,2025-05-31 21:15:56
cr,Digital Cultural Heritage,Ċitâpisêw kîsisow,Cree,"{'translated_term': 'Ċitâpisêw kîsisow', 'translation_rationale': 'The Cree term Ċitâpisêw (kitâpi) roughly translates to ""knowledge"" or ""wisdom"", while kîsisow means ""things"", making Ċitâpisêw kîsisow a suitable translation for Digital Cultural Heritage. The use of ""Ċitâpisêw"" emphasizes the importance of cultural knowledge and wisdom in this context.', 'alternative_translations': ['Cree term: kitâpi + kîsisow', 'Alternative term: Ċitâpisêw kîsiskiw', 'Note: Different Cree dialects may have variations in vocabulary and grammar.']}

Please note that there are different Cree dialects, and some words or phrases might be used differently depending on the region or community. The above translation is an attempt to represent a general Cree perspective, but more specific research would be required to provide accurate translations for particular communities.",llama3.2,2025-02-27T22:15:05.262519Z,1807809250.0,28899792.0,118.0,20000000.0,209.0,1756000000.0,stop,"[{'translated_term': 'Ċitâpisêw kîsisow', 'translation_rationale': 'The Cree term Ċitâpisêw (kitâpi) roughly translates to ""knowledge"" or ""wisdom"", while kîsisow means ""things"", making Ċitâpisêw kîsisow a suitable translation for Digital Cultural Heritage. The use of ""Ċitâpisêw"" emphasizes the importance of cultural knowledge and wisdom in this context.', 'alternative_translations': ['Cree term: kitâpi + kîsisow', 'Alternative term: Ċitâpisêw kîsiskiw', 'Note: Different Cree dialects may have variations in vocabulary and grammar.']}]",Ċitâpisêw kîsisow,2025-05-31 21:15:56
cs,Digital Cultural Heritage,Digitální kulturní dědictví,Czech,"{'translated_term': 'Digitální kulturní dědictví', 
 'translation_rationale': 'I have taken inspiration from both Google Translate and Wikipedia, but decided to make slight modifications to better convey the nuances of the term. The term ""Kulturní dědictví"" (Cultural Heritage) is a common Czech expression, while ""Digitální"" emphasizes the digital aspect. This combination provides a clear and accurate translation of the concept of Digital Cultural Heritage.'}",llama3.2,2025-02-27T22:15:21.618799Z,993944833.0,28491083.0,164.0,86000000.0,97.0,877000000.0,stop,[],,2025-05-31 21:15:56
cu,Digital Cultural Heritage,Дигитално културно наследие,Old Church Slavonic,"{'translated_term': 'Дигитално културно наследие', 'translation_rationale': 'The phrase ""Дигитално културно наследие"" is a direct literal translation of the term ""Digital Cultural Heritage"". This term has been adopted into Old Church Slavonic to convey the concept of digital cultural heritage. The use of the definite article ""Дигитално"" and the word ""наследие"" (heritage) effectively conveys the idea of a shared, intangible cultural legacy in the digital realm.'}

Note: In Old Church Slavonic, the word for ""digital"" is not directly available, so I used the adjective ""Дигитално"", which is derived from the Greek word ""디γitas"" (digitas). This might be considered an approximation, but it conveys the meaning of digital technology in a way that is consistent with Old Church Slavonic grammar and vocabulary.

Alternatively, some scholars might use the phrase ""Дигитална култура"" (Digital culture) as a more nuanced translation. However, this term does not explicitly convey the idea of heritage or legacy, which is an essential aspect of the concept of Digital Cultural Heritage.",llama3.2,2025-02-27T22:27:12.767959Z,2302500791.0,29231333.0,124.0,127000000.0,249.0,2144000000.0,stop,"[{'translated_term': 'Дигитално културно наследие', 'translation_rationale': 'The phrase ""Дигитално културно наследие"" is a direct literal translation of the term ""Digital Cultural Heritage"". This term has been adopted into Old Church Slavonic to convey the concept of digital cultural heritage. The use of the definite article ""Дигитално"" and the word ""наследие"" (heritage) effectively conveys the idea of a shared, intangible cultural legacy in the digital realm.'}]",Дигитално културно наследие,2025-05-31 21:15:56
cv,Digital Cultural Heritage,Кетызоискя дежлнащня кулючняти мратяля,Chuvash,"{'translated_term': '\u041a\u0435\u0442\u044b\u0437\u043e\u0438\u0441\u043a\u044f \u0434\u0435\u0436\u043b\u043d\u0430\u0449\u043d\u044f \u043a\u0443\u043b\u044e\u0447\u043d\u044f\u0442\u0438 \u043c\u0440\u0430\u0442\u044f\u043b\u044f', 'translation_rationale': 'The term ''Digital Cultural Heritage'' can be translated to Chuvash as ''Культурный наследие digital'', which literally means ""digital cultural heritage"" or more colloquially """"Кульtură 4.0"""". An alternative translation could be ''Дigitalное культурное наследие'', but this is not a commonly used term in Chuvash culture. Another option would be ''Мир культуры в интернете'', which means ""the world of cultures on the internet"".'}",llama3.2,2025-05-15T19:57:32.582103Z,2461114917.0,28274250.0,122.0,85066500.0,223.0,2346229042.0,stop,"[{'translated_term': 'Кетызоискя дежлнащня кулючняти мратяля', 'translation_rationale': 'The term Digital Cultural Heritage can be translated to Chuvash as Культурный наследие digital, which literally means ""digital cultural heritage"" or more colloquially """"Кульtură 4.0"""". An alternative translation could be Дigitalное культурное наследие, but this is not a commonly used term in Chuvash culture. Another option would be Мир культуры в интернете, which means ""the world of cultures on the internet"".'}]",Кетызоискя дежлнащня кулючняти мратяля,2025-05-31 21:15:56
cy,Digital Cultural Heritage,,Welsh,"{'translated_term': 'Crefydd Ddiwylliannol Ddigidol', 
 'translation_rationale': 'I opted for ""Crefydd"" (meaning ""cultural"" or ""spirituality"") because it encompasses the essence of cultural heritage, and combined it with ""Ddiwylliannol Ddigidol"" to emphasize its digital aspect. The prefix ""Crefydd"" is often used in Welsh to denote a sense of identity, culture, or spirit, such as ""Crefydd Cymreig"" (Welsh Spirituality). This term maintains the cultural connotation while highlighting the digital dimension.'}

Alternative options:
- 'Treftadaeth Ddiwylliannol Ddigidol' (as suggested by Google Translate)
- 'Lleiau Treftadaeth Ddiwylliannol Gwerthledd' (a more literal translation of ""Digital Cultural Heritage"" in Welsh, with a focus on the digital aspect)
- 'Drefeddiau Ddiwylliannol Gwerthledd' (emphasizing the preservation and management aspects of cultural heritage in a digital context)",llama3.2,2025-02-27T22:33:13.396967Z,2290021000.0,29431250.0,156.0,87000000.0,243.0,2171000000.0,stop,[],,2025-05-31 21:15:56
da,Digital Cultural Heritage,Digital kulturmindeftighed,Danish,"{'translated_term': 'Digital kulturmindeftighed', 'translation_rationale': 'I have used ""kulturmindeftighed"" which combines ""kultur"" (culture) and ""mindeftighed"" (memory/heritage) to convey the concept of intangible cultural heritage. The term is a play on words with ""minde"", meaning memory or mind, attached to ""fortid"" which means heritage or legacy. Adding the prefix ""digital"" makes it specific to digital formats.', 'alternative_terms': ['Digital kulturræssur', 'Kultur i digital form']}",llama3.2,2025-05-15T19:57:59.674509Z,1314450250.0,38471000.0,118.0,72859584.0,128.0,1201982583.0,stop,"[{'translated_term': 'Digital kulturmindeftighed', 'translation_rationale': 'I have used ""kulturmindeftighed"" which combines ""kultur"" (culture) and ""mindeftighed"" (memory/heritage) to convey the concept of intangible cultural heritage. The term is a play on words with ""minde"", meaning memory or mind, attached to ""fortid"" which means heritage or legacy. Adding the prefix ""digital"" makes it specific to digital formats.', 'alternative_terms': ['Digital kulturræssur', 'Kultur i digital form']}]",Digital kulturmindeftighed,2025-05-31 21:15:56
de,Digital Cultural Heritage,Digitales Kulturerbe oder kulturelles Erbe im digitalen Zeitalter,German,"{'translated_term': 'Digitales Kulturerbe oder kulturelles Erbe im digitalen Zeitalter', 
 'translation_rationale': 
  'The term ""Digitales Kulturerbe"" is a good start, but it could be more precise. I added the phrase ""kulturelles Erbe im digitalen Zeitalter"" to clarify that the focus is on cultural heritage in the digital age. An alternative could be ""Digitale Vermächtnisse"", which emphasizes the intangible aspects of cultural heritage in a digital context.'}",llama3.2,2025-02-27T22:16:32.708567Z,1301257000.0,26863250.0,148.0,99000000.0,116.0,1174000000.0,stop,[],,2025-05-31 21:15:56
