n_variants_present,n_agree,agreement_rate,best_candidate,variant_translations,above_threshold,term_source,language_code,language_name,language_family,service,is_baseline
5,5,1.0,Eby’obuntubulamu ebya Digital,"{'minimal': 'Eby’obuntubulamu ebya Digital', 'comparative': 'Eby’obuntubulamu ebya Digital', 'expert_persona': 'Eby’obuntubulamu ebya Digital', 'contextual': 'Eby’obuntubulamu ebya Digital', 'native_rationale': 'Eby’obuntubulamu ebya Digital'}",True,Digital Humanities,lg,Luganda,African (Niger-Congo),Google Translate,True
5,5,1.0,Obusobozi bw'Abantu,"{'minimal': ""Obusobozi bw'Abantu"", 'comparative': ""Obusobozi bw'Abantu"", 'expert_persona': ""Obusobozi bw'Abantu"", 'contextual': ""Obusobozi bw'Abantu"", 'native_rationale': ""Obusobozi bw'Abantu""}",True,Digital Humanities,lg,Luganda,African (Niger-Congo),EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,lg,Luganda,African (Niger-Congo),Lingvanex,True
4,1,0.25,Bunnakatemba bwa Dijito,"{'minimal': 'Bunnakatemba bwa Dijito', 'comparative': 'Eby’obuntubulamu ebya Kikonakona', 'expert_persona': 'Obukugu bw’Omulembe ogwa Kompyuta', 'contextual': 'Ebyobuwangwa bya Dijito'}",False,Digital Humanities,lg,Luganda,African (Niger-Congo),OpenAI,False
5,1,0.2,Obuyiiya bwa Dijitulo,"{'minimal': 'Obuyiiya bwa Dijitulo', 'comparative': ""Ebyenjigiriza eby'Obuntu n'Etekinologiya"", 'expert_persona': 'Ebyenjigiriza bya Tekinologiya', 'contextual': ""Ebyenjigiriza by'Obuyiiya bw'Eddiggito"", 'native_rationale': ""Obuyiiya bw'Ebyobuwangwa mu Kompyuta""}",False,Digital Humanities,lg,Luganda,African (Niger-Congo),Claude,False
5,2,0.4,Obuntu bwa Digito,"{'minimal': ""Obuntu bulamu obw'Enkumbi"", 'comparative': ""Eby'obuntu n'Ebya Kompyuta"", 'expert_persona': 'Obuntu bwa Digito', 'contextual': ""Obuntu bw'Abantu obw'Akakalu"", 'native_rationale': 'Obuntu bwa Digito'}",False,Digital Humanities,lg,Luganda,African (Niger-Congo),Gemini,False
1,1,1.0,Eby'obuntubulamu ebya Digital,"{'comparative': ""Eby'obuntubulamu ebya Digital""}",True,Digital Humanities,lg,Luganda,African (Niger-Congo),First Ollama,False
5,1,0.2,Okusoma kya Digitale,"{'minimal': 'Okusoma kya Digitale', 'comparative': ""Eby'obuntubulamu ebya Digital"", 'expert_persona': ""Bulamogi b'ebitabo byonna"", 'contextual': 'Omumyuka gwa Digital', 'native_rationale': 'Digiitali Obutonde'}",False,Digital Humanities,lg,Luganda,African (Niger-Congo),Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,ab,Abkhaz,Caucasian / Isolate,Wikipedia,True
5,5,1.0,Ацифратә гуманитартә ҵарақәа,"{'minimal': 'Ацифратә гуманитартә ҵарақәа', 'comparative': 'Ацифратә гуманитартә ҵарақәа', 'expert_persona': 'Ацифратә гуманитартә ҵарақәа', 'contextual': 'Ацифратә гуманитартә ҵарақәа', 'native_rationale': 'Ацифратә гуманитартә ҵарақәа'}",True,Digital Humanities,ab,Abkhaz,Caucasian / Isolate,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,ab,Abkhaz,Caucasian / Isolate,EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,ab,Abkhaz,Caucasian / Isolate,Lingvanex,True
5,1,0.2,Цифратә гуманитартика,"{'minimal': 'Цифратә гуманитартика', 'comparative': 'Ацифратә гуманитартә наукақәа', 'expert_persona': 'тәиар рымшылара иалху аҵарадырра', 'contextual': ' Аҩбатәи Адaклатәаратәи Литература', 'native_rationale': 'Ахкәала жәеирава'}",False,Digital Humanities,ab,Abkhaz,Caucasian / Isolate,OpenAI,False
5,1,0.2,Цифрақәа Хуманитарлатәи Науқәа,"{'minimal': 'Цифрақәа Хуманитарлатәи Науқәа', 'comparative': 'Ацифратә гуманитартә ҵарақәа', 'expert_persona': 'Ацифра гуманитар ауаҳ', 'contextual': 'Цифратә гуманитартә елымҳәа', 'native_rationale': 'Ацифра хуманитарцәа'}",False,Digital Humanities,ab,Abkhaz,Caucasian / Isolate,Claude,False
5,2,0.4,Ацифра Агуманитартә ҭҵарадырра,"{'minimal': 'Ацифра Агуманитартә ҭҵарадырра', 'comparative': 'Ацифратә гуманитартә ҵарақәа', 'expert_persona': 'Ацифра Агуманитартә ҭҵарадырра', 'contextual': 'Ацифра Агуманитарқәа', 'native_rationale': 'Ацифра Агуманитартә ҭҵарадыррақәа'}",False,Digital Humanities,ab,Abkhaz,Caucasian / Isolate,Gemini,False
1,1,1.0,Ацыфратә гуманитартә ҳаргьа,{'comparative': 'Ацыфратә гуманитартә ҳаргьа'},True,Digital Humanities,ab,Abkhaz,Caucasian / Isolate,First Ollama,False
5,1,0.2,Абҵҭантә интернет,"{'minimal': 'Абҵҭантә интернет', 'comparative': 'Ацыфратә гуманитартә ҳаргьа', 'expert_persona': 'აგ-ბომიშწა სვლ', 'contextual': 'Dzɣilɣal Apsa', 'native_rationale': 'ჟირსობაშ მენცვი'}",False,Digital Humanities,ab,Abkhaz,Caucasian / Isolate,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,ln,Lingala,African (Niger-Congo),Wikipedia,True
5,5,1.0,Humanités numériques,"{'minimal': 'Humanités numériques', 'comparative': 'Humanités numériques', 'expert_persona': 'Humanités numériques', 'contextual': 'Humanités numériques', 'native_rationale': 'Humanités numériques'}",True,Digital Humanities,ln,Lingala,African (Niger-Congo),Google Translate,True
5,5,1.0,Biloko oyo bato bazali na yango,"{'minimal': 'Biloko oyo bato bazali na yango', 'comparative': 'Biloko oyo bato bazali na yango', 'expert_persona': 'Biloko oyo bato bazali na yango', 'contextual': 'Biloko oyo bato bazali na yango', 'native_rationale': 'Biloko oyo bato bazali na yango'}",True,Digital Humanities,ln,Lingala,African (Niger-Congo),EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,ln,Lingala,African (Niger-Congo),Lingvanex,True
5,1,0.2,Bozwi ya Mayele ya Numerike,"{'minimal': 'Bozwi ya Mayele ya Numerike', 'comparative': 'Mayele ma kimpe', 'expert_persona': 'Litomba ya Bozwi na Informatike', 'contextual': 'Batombo na Katanga ya Mayele ya Elektroniki', 'native_rationale': 'Mikili ya Mayele ya Makomá'}",False,Digital Humanities,ln,Lingala,African (Niger-Congo),OpenAI,False
5,1,0.2,Mateya ya nimero,"{'minimal': 'Mateya ya nimero', 'comparative': 'Boyekoli ya bato na nimero', 'expert_persona': 'Boyekoli ya Nimero ya Batu', 'contextual': 'Mayele ya Bato na Nzela ya Nimero', 'native_rationale': 'Bozwi ya Nimero'}",False,Digital Humanities,ln,Lingala,African (Niger-Congo),Claude,False
5,2,0.4,Humanités Numériques,"{'minimal': 'Humanités Numériques', 'comparative': 'Boyekoli bwa bato na nimero', 'expert_persona': 'Bato ya mayele ya Digital', 'contextual': 'Bato ya mayele ya Digital Humanities', 'native_rationale': 'Humanités Numériques'}",False,Digital Humanities,ln,Lingala,African (Niger-Congo),Gemini,False
1,1,1.0,Biloko ya kipimo kisicho rahisi,{'comparative': 'Biloko ya kipimo kisicho rahisi'},True,Digital Humanities,ln,Lingala,African (Niger-Congo),First Ollama,False
5,1,0.2,Umwana wa Digital,"{'minimal': 'Umwana wa Digital', 'comparative': 'Biloko ya kipimo kisicho rahisi', 'expert_persona': 'Muyedi ya kibinza', 'contextual': 'Nkisi ya Digitale', 'native_rationale': 'Bana ntambu ya Digidal'}",False,Digital Humanities,ln,Lingala,African (Niger-Congo),Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,lo,Lao,Mainland SE Asian,Wikipedia,True
5,5,1.0,ມະນຸດສາດດິຈິຕອນ,"{'minimal': 'ມະນຸດສາດດິຈິຕອນ', 'comparative': 'ມະນຸດສາດດິຈິຕອນ', 'expert_persona': 'ມະນຸດສາດດິຈິຕອນ', 'contextual': 'ມະນຸດສາດດິຈິຕອນ', 'native_rationale': 'ມະນຸດສາດດິຈິຕອນ'}",True,Digital Humanities,lo,Lao,Mainland SE Asian,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,lo,Lao,Mainland SE Asian,EasyNMT,True
5,5,1.0,Digital Humanities,"{'minimal': 'Digital Humanities', 'comparative': 'Digital Humanities', 'expert_persona': 'Digital Humanities', 'contextual': 'Digital Humanities', 'native_rationale': 'Digital Humanities'}",True,Digital Humanities,lo,Lao,Mainland SE Asian,Lingvanex,True
5,2,0.4,ມະນຸດດິຈິຕອນ,"{'minimal': 'ມະນຸດດິຈິຕອນ', 'comparative': 'ມະນຸດສາດດິຈິຕອນ', 'expert_persona': 'ວິທະຍາການດິຈິທອນ', 'contextual': 'ມະນຸດສາດດິຈິຕອລ', 'native_rationale': 'ມະນຸດດິຈິຕອນ'}",False,Digital Humanities,lo,Lao,Mainland SE Asian,OpenAI,False
5,4,0.8,ມະນຸດສາດດິຈິທັລ,"{'minimal': 'ມະນຸດສາດດິຈິຕອນ', 'comparative': 'ມະນຸດສາດດິຈິທັລ', 'expert_persona': 'ມະນຸດສາດດິຈິທັລ', 'contextual': 'ມະນຸດສາດດິຈິທັລ', 'native_rationale': 'ມະນຸດສາດດິຈິທັລ'}",True,Digital Humanities,lo,Lao,Mainland SE Asian,Claude,False
5,5,1.0,ມະນຸດສາດດິຈິຕອລ,"{'minimal': 'ມະນຸດສາດດິຈິຕອລ', 'comparative': 'ມະນຸດສາດດິຈິຕອລ', 'expert_persona': 'ມະນຸດສາດດິຈິຕອລ', 'contextual': 'ມະນຸດສາດດິຈິຕອລ', 'native_rationale': 'ມະນຸດສາດດິຈິຕອລ'}",True,Digital Humanities,lo,Lao,Mainland SE Asian,Gemini,False
1,1,1.0,ສະຫຼອດຮົບ ພູມານ,{'comparative': 'ສະຫຼອດຮົບ ພູມານ'},True,Digital Humanities,lo,Lao,Mainland SE Asian,First Ollama,False
5,1,0.2,ພະລັດເກາົມສິນ,"{'minimal': 'ພະລັດເກາົມສິນ', 'comparative': 'ສະຫຼອດຮົບ ພູມານ', 'expert_persona': 'ວິທະຍາສັງຄົມແຂຣຕ', 'contextual': 'ວິຕິກຸນທາງເຕົກໂຄດ', 'native_rationale': 'ການທິບສະໄໝດິຈີດຕະລົມ'}",False,Digital Humanities,lo,Lao,Mainland SE Asian,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,lt,Lithuanian,Baltic,Wikipedia,True
5,5,1.0,Skaitmeniniai humanitariniai mokslai,"{'minimal': 'Skaitmeniniai humanitariniai mokslai', 'comparative': 'Skaitmeniniai humanitariniai mokslai', 'expert_persona': 'Skaitmeniniai humanitariniai mokslai', 'contextual': 'Skaitmeniniai humanitariniai mokslai', 'native_rationale': 'Skaitmeniniai humanitariniai mokslai'}",True,Digital Humanities,lt,Lithuanian,Baltic,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,lt,Lithuanian,Baltic,EasyNMT,True
5,5,1.0,Skaitmeniniai humanitariniai mokslai,"{'minimal': 'Skaitmeniniai humanitariniai mokslai', 'comparative': 'Skaitmeniniai humanitariniai mokslai', 'expert_persona': 'Skaitmeniniai humanitariniai mokslai', 'contextual': 'Skaitmeniniai humanitariniai mokslai', 'native_rationale': 'Skaitmeniniai humanitariniai mokslai'}",True,Digital Humanities,lt,Lithuanian,Baltic,Lingvanex,True
5,2,0.4,Skaitmeninės humanitarikos,"{'minimal': 'Skaitmeninės humanitarikos', 'comparative': 'Skaitmeniniai humanitariniai mokslai', 'expert_persona': 'Skaitmeninės humanitarikos', 'contextual': 'Skaitmeninės humanitarinės mokslai', 'native_rationale': 'skaitmeninės humanitarikos'}",False,Digital Humanities,lt,Lithuanian,Baltic,OpenAI,False
5,2,0.4,Skaitmeninės humanitarinės mokslai,"{'minimal': 'Skaitmeninės humanitarinės mokslai', 'comparative': 'Skaitmeninės humanitarinės disciplinos', 'expert_persona': 'Skaitmeninė humanitarika', 'contextual': 'Skaitmeninė humanitarika', 'native_rationale': 'Skaitmeninės humanitarinės mokslai'}",False,Digital Humanities,lt,Lithuanian,Baltic,Claude,False
5,4,0.8,Skaitmeninė humanitarika,"{'minimal': 'Skaitmeninė humanitarika', 'comparative': 'Skaitmeninės humanitarinės disciplinos', 'expert_persona': 'Skaitmeninė humanitarika', 'contextual': 'Skaitmeninė humanitarika', 'native_rationale': 'Skaitmeninė humanitarika'}",True,Digital Humanities,lt,Lithuanian,Baltic,Gemini,False
1,1,1.0,Skaitmeniniai humanitariniai mokslai,{'comparative': 'Skaitmeniniai humanitariniai mokslai'},True,Digital Humanities,lt,Lithuanian,Baltic,First Ollama,False
5,1,0.2,Žmogaus Mokslas Dėl Digitalinės Prisijungimo,"{'minimal': 'Žmogaus Mokslas Dėl Digitalinės Prisijungimo', 'comparative': 'Skaitmeniniai humanitariniai mokslai', 'expert_persona': 'Digitalios mokslų', 'contextual': 'Daugialypis mokslai', 'native_rationale': 'Dėsinių Mokslai'}",False,Digital Humanities,lt,Lithuanian,Baltic,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,lu,Luba-Katanga,African (Niger-Congo),Wikipedia,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,lu,Luba-Katanga,African (Niger-Congo),Google Translate,True
5,5,1.0,BISHINTE BYA KWIFUNDA,"{'minimal': 'BISHINTE BYA KWIFUNDA', 'comparative': 'BISHINTE BYA KWIFUNDA', 'expert_persona': 'BISHINTE BYA KWIFUNDA', 'contextual': 'BISHINTE BYA KWIFUNDA', 'native_rationale': 'BISHINTE BYA KWIFUNDA'}",True,Digital Humanities,lu,Luba-Katanga,African (Niger-Congo),EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,lu,Luba-Katanga,African (Niger-Congo),Lingvanex,True
5,1,0.2,biyambilayi ya numériki,"{'minimal': 'biyambilayi ya numériki', 'comparative': 'Bishinte bya Kwifunda', 'expert_persona': 'Bukomi bwa Digitali', 'contextual': 'Bantu bamusomo bwa dikitaka', 'native_rationale': 'Bantu ba Ditala'}",False,Digital Humanities,lu,Luba-Katanga,African (Niger-Congo),OpenAI,False
5,1,0.2,Bumanyi bwa Numériki,"{'minimal': 'Bumanyi bwa Numériki', 'comparative': 'Bishinte bya Dijitale', 'expert_persona': 'Bumanyishe bwa Dijitale', 'contextual': 'Madivinayi a Buuntu', 'native_rationale': 'Bumuntu bwa Didjitale'}",False,Digital Humanities,lu,Luba-Katanga,African (Niger-Congo),Claude,False
5,2,0.4,Buntu bwa Kidijito,"{'minimal': 'Buntu bwa Dijitaale', 'comparative': 'Bishinte bya Dijitale', 'expert_persona': 'Buntu bwa Kidijito', 'contextual': 'Buntu bwa Kidijito', 'native_rationale': 'Buntu bwa Dijita'}",False,Digital Humanities,lu,Luba-Katanga,African (Niger-Congo),Gemini,False
1,1,1.0,Bishinthe bya kwifunda,{'comparative': 'Bishinthe bya kwifunda'},True,Digital Humanities,lu,Luba-Katanga,African (Niger-Congo),First Ollama,False
5,1,0.2,Mukanda wa digitali,"{'minimal': 'Mukanda wa digitali', 'comparative': 'Bishinthe bya kwifunda', 'expert_persona': 'Kumbani ya Digitale ya Maboko', 'contextual': 'Imibale ya Kipekee', 'native_rationale': 'Mafisiki ya Digital'}",False,Digital Humanities,lu,Luba-Katanga,African (Niger-Congo),Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,lv,Latvian,Baltic,Wikipedia,True
5,5,1.0,Digitālās humanitārās zinātnes,"{'minimal': 'Digitālās humanitārās zinātnes', 'comparative': 'Digitālās humanitārās zinātnes', 'expert_persona': 'Digitālās humanitārās zinātnes', 'contextual': 'Digitālās humanitārās zinātnes', 'native_rationale': 'Digitālās humanitārās zinātnes'}",True,Digital Humanities,lv,Latvian,Baltic,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,lv,Latvian,Baltic,EasyNMT,True
5,5,1.0,Digitālās humanitārās zinātnes,"{'minimal': 'Digitālās humanitārās zinātnes', 'comparative': 'Digitālās humanitārās zinātnes', 'expert_persona': 'Digitālās humanitārās zinātnes', 'contextual': 'Digitālās humanitārās zinātnes', 'native_rationale': 'Digitālās humanitārās zinātnes'}",True,Digital Humanities,lv,Latvian,Baltic,Lingvanex,True
5,5,1.0,Digitālās humanitārās zinātnes,"{'minimal': 'Digitālās humanitārās zinātnes', 'comparative': 'Digitālās humanitārās zinātnes', 'expert_persona': 'Digitālās humanitārās zinātnes', 'contextual': 'Digitālās humanitārās zinātnes', 'native_rationale': 'Digitālās humanitārās zinātnes'}",True,Digital Humanities,lv,Latvian,Baltic,OpenAI,False
5,4,0.8,Digitālās humanitārās zinātnes,"{'minimal': 'Digitālās humanitārās zinātnes', 'comparative': 'Digitālās humanitārās zinātnes', 'expert_persona': 'digitālās humanitārās zinātnes', 'contextual': 'Digitālās humanitārās zinātnes', 'native_rationale': 'Digitālās humanitārās zinātnes'}",True,Digital Humanities,lv,Latvian,Baltic,Claude,False
5,5,1.0,Digitālās humanitārās zinātnes,"{'minimal': 'Digitālās humanitārās zinātnes', 'comparative': 'Digitālās humanitārās zinātnes', 'expert_persona': 'Digitālās humanitārās zinātnes', 'contextual': 'Digitālās humanitārās zinātnes', 'native_rationale': 'Digitālās humanitārās zinātnes'}",True,Digital Humanities,lv,Latvian,Baltic,Gemini,False
1,1,1.0,Digitālās humanitārās zinātnes,{'comparative': 'Digitālās humanitārās zinātnes'},True,Digital Humanities,lv,Latvian,Baltic,First Ollama,False
5,1,0.2,Dzeltskrātīšu māksla,"{'minimal': 'Dzeltskrātīšu māksla', 'comparative': 'Digitālās humanitārās zinātnes', 'expert_persona': 'Digitālās Humanitātes', 'contextual': 'Datorizētie Humanitārijas zinātnes', 'native_rationale': 'Datorzinības humanitātes'}",False,Digital Humanities,lv,Latvian,Baltic,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,mg,Malagasy,Austronesian,Wikipedia,True
5,5,1.0,Siansa momba ny maha-olona nomerika,"{'minimal': 'Siansa momba ny maha-olona nomerika', 'comparative': 'Siansa momba ny maha-olona nomerika', 'expert_persona': 'Siansa momba ny maha-olona nomerika', 'contextual': 'Siansa momba ny maha-olona nomerika', 'native_rationale': 'Siansa momba ny maha-olona nomerika'}",True,Digital Humanities,mg,Malagasy,Austronesian,Google Translate,True
5,5,1.0,Maha-olombelona nomerika,"{'minimal': 'Maha-olombelona nomerika', 'comparative': 'Maha-olombelona nomerika', 'expert_persona': 'Maha-olombelona nomerika', 'contextual': 'Maha-olombelona nomerika', 'native_rationale': 'Maha-olombelona nomerika'}",True,Digital Humanities,mg,Malagasy,Austronesian,EasyNMT,True
5,5,1.0,Digital Humanities,"{'minimal': 'Digital Humanities', 'comparative': 'Digital Humanities', 'expert_persona': 'Digital Humanities', 'contextual': 'Digital Humanities', 'native_rationale': 'Digital Humanities'}",True,Digital Humanities,mg,Malagasy,Austronesian,Lingvanex,True
5,1,0.2,Siansa Niomerika sy Fampianarana Kolontsaina,"{'minimal': 'Siansa Niomerika sy Fampianarana Kolontsaina', 'comparative': 'Humaniora nomerika', 'expert_persona': 'Siansa Ara-Teknolojia', 'contextual': 'Siansa Mahaolona Nomerika', 'native_rationale': 'Siansa Dizitaly'}",False,Digital Humanities,mg,Malagasy,Austronesian,OpenAI,False
5,1,0.2,Maha-olombelona Nomerika,"{'minimal': 'Maha-olombelona Nomerika', 'comparative': 'Maha-olona nomerika', 'expert_persona': 'Fandalinana Nomerika momba ny Olombelona', 'contextual': 'Toe-kanto Nomerika', 'native_rationale': ""Fahaiza-manaon'ny Olombelona Nomerika""}",False,Digital Humanities,mg,Malagasy,Austronesian,Claude,False
5,1,0.2,Fahaiza-manao nomerika momba ny maha-olona,"{'minimal': 'Fahaiza-manao nomerika momba ny maha-olona', 'comparative': 'Fahaizana Olombelona Nomerika', 'expert_persona': ""Fahaiza-Manao Nomèrika ho an'ny Olombelona"", 'contextual': 'Fahaiza-Manao Digital momba ny Olombelona', 'native_rationale': 'Fahaiza-mandinika Olombelona Nomérisé'}",False,Digital Humanities,mg,Malagasy,Austronesian,Gemini,False
1,1,1.0,Siansa momba ny fianarana nomerika,{'comparative': 'Siansa momba ny fianarana nomerika'},True,Digital Humanities,mg,Malagasy,Austronesian,First Ollama,False
5,1,0.2,Tehniko Fitenyantsika,"{'minimal': 'Tehniko Fitenyantsika', 'comparative': 'Siansa momba ny fianarana nomerika', 'expert_persona': 'Taolambelo Digitàly', 'contextual': 'Fiompiana vaovao', 'native_rationale': ""Fiainan'ny Fanoratana""}",False,Digital Humanities,mg,Malagasy,Austronesian,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,mh,Marshallese,Austronesian,Wikipedia,True
5,5,1.0,Digital Humanities,"{'minimal': 'Digital Humanities', 'comparative': 'Digital Humanities', 'expert_persona': 'Digital Humanities', 'contextual': 'Digital Humanities', 'native_rationale': 'Digital Humanities'}",True,Digital Humanities,mh,Marshallese,Austronesian,Google Translate,True
5,5,1.0,Ta ko Rej Wal̦o̦k ñan Armej?,"{'minimal': 'Ta ko Rej Wal̦o̦k ñan Armej?', 'comparative': 'Ta ko Rej Wal̦o̦k ñan Armej?', 'expert_persona': 'Ta ko Rej Wal̦o̦k ñan Armej?', 'contextual': 'Ta ko Rej Wal̦o̦k ñan Armej?', 'native_rationale': 'Ta ko Rej Wal̦o̦k ñan Armej?'}",True,Digital Humanities,mh,Marshallese,Austronesian,EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,mh,Marshallese,Austronesian,Lingvanex,True
5,1,0.2,Humanities eo Eṃōjlōk,"{'minimal': 'Humanities eo Eṃōjlōk', 'comparative': 'Ko an Armej ilon̄ ko rekar kom̧an', 'expert_persona': 'Bukweien Inono', 'contextual': 'Humāniti ilo Nānkwal', 'native_rationale': 'Roro eo ilikin Humanidie'}",False,Digital Humanities,mh,Marshallese,Austronesian,OpenAI,False
5,1,0.2,Dijital Kautiej,"{'minimal': 'Dijital Kautiej', 'comparative': 'Didjital in Mantin Armej', 'expert_persona': 'Kautiej in Maron eo an Dijital', 'contextual': 'Kajin Etto ilo Digital', 'native_rationale': 'Kautiej in Digital'}",False,Digital Humanities,mh,Marshallese,Austronesian,Claude,False
5,3,0.6,Jikin Kapeel eo an Digital,"{'minimal': 'Jukjukun Pija im Armej', 'comparative': 'Jibun Kajin ñan Ujuwalo', 'expert_persona': 'Jikin Kapeel eo an Digital', 'contextual': 'Jikin Kapeel eo an Digital', 'native_rationale': 'Jikin Kapeel eo an Digital'}",False,Digital Humanities,mh,Marshallese,Austronesian,Gemini,False
1,1,1.0,Kajin a Jibun Kajin ñan Ujuwalo,{'comparative': 'Kajin a Jibun Kajin ñan Ujuwalo'},True,Digital Humanities,mh,Marshallese,Austronesian,First Ollama,False
5,1,0.2,Bwein Ijebu Teenaan,"{'minimal': 'Bwein Ijebu Teenaan', 'comparative': 'Kajin a Jibun Kajin ñan Ujuwalo', 'expert_persona': 'Digiṃwele Ine Iko', 'contextual': 'Ijui Ikuwaan', 'native_rationale': 'Kajin Aingin Kūru'}",False,Digital Humanities,mh,Marshallese,Austronesian,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,mi,Māori,Austronesian,Wikipedia,True
5,5,1.0,Ngā Tikanga Mamati,"{'minimal': 'Ngā Tikanga Mamati', 'comparative': 'Ngā Tikanga Mamati', 'expert_persona': 'Ngā Tikanga Mamati', 'contextual': 'Ngā Tikanga Mamati', 'native_rationale': 'Ngā Tikanga Mamati'}",True,Digital Humanities,mi,Māori,Austronesian,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,mi,Māori,Austronesian,EasyNMT,True
5,5,1.0,Mamati Tangata,"{'minimal': 'Mamati Tangata', 'comparative': 'Mamati Tangata', 'expert_persona': 'Mamati Tangata', 'contextual': 'Mamati Tangata', 'native_rationale': 'Mamati Tangata'}",True,Digital Humanities,mi,Māori,Austronesian,Lingvanex,True
5,1,0.2,Matihiko Tāngata,"{'minimal': 'Matihiko Tāngata', 'comparative': 'Ngā Tikanga Tāngata Matihiko', 'expert_persona': 'Mātai Matihiko o te Tangata', 'contextual': 'Ngā Tikanga Tangata Matihiko', 'native_rationale': 'Hangarau Tangata'}",False,Digital Humanities,mi,Māori,Austronesian,OpenAI,False
5,3,0.6,Aronui Matihiko,"{'minimal': 'Hangarau Matihiko', 'comparative': 'Ngā Mātauranga Tangata Matihiko', 'expert_persona': 'Aronui Matihiko', 'contextual': 'Aronui Matihiko', 'native_rationale': 'Aronui Matihiko'}",False,Digital Humanities,mi,Māori,Austronesian,Claude,False
5,4,0.8,Mātauranga Matihiko Tangata,"{'minimal': 'Mātauranga Matihiko Tangata', 'comparative': 'Ngā Tikanga Tangata Matihiko', 'expert_persona': 'Mātauranga Matihiko Tangata', 'contextual': 'Mātauranga Matihiko Tangata', 'native_rationale': 'Mātauranga Matihiko Tangata'}",True,Digital Humanities,mi,Māori,Austronesian,Gemini,False
1,1,1.0,Ngā Tikanga Whenua Matihiko,{'comparative': 'Ngā Tikanga Whenua Matihiko'},True,Digital Humanities,mi,Māori,Austronesian,First Ollama,False
5,1,0.2,Humaritati Tiketronikī,"{'minimal': 'Humaritati Tiketronikī', 'comparative': 'Ngā Tikanga Whenua Matihiko', 'expert_persona': 'Ngā Tangata Whenua o te Rorohiko', 'contextual': 'Ngā Pūrongo Matihiko', 'native_rationale': 'Tikanga Pūkorero Matihiko'}",False,Digital Humanities,mi,Māori,Austronesian,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,mk,Macedonian,Slavic,Wikipedia,True
5,5,1.0,Дигитални хуманистички науки,"{'minimal': 'Дигитални хуманистички науки', 'comparative': 'Дигитални хуманистички науки', 'expert_persona': 'Дигитални хуманистички науки', 'contextual': 'Дигитални хуманистички науки', 'native_rationale': 'Дигитални хуманистички науки'}",True,Digital Humanities,mk,Macedonian,Slavic,Google Translate,True
